"reino","filo","classe","ordem","familia","genero","especie","subespecie","nome_cientifico_anterior","autor","nome_comum","grupo","mesano_avaliacao","categoria","possivemente_extinta","criterio","justificativa","endemica_brasil","consta_em_lista_nacional_oficial","estado","regiao","bioma","bacia_hidrografica","unidade_de_conservacao_federal","unidade_de_conservacao_estadual","rppn","migratoria","tendencia_populacional","ameaca","uso","acao_conservacao","plano_de_acao","listas_e_convencoes","altitudeminmax","barimetriaminmax"
"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Helicops","Helicops gomesi","","Helicops gomesi","Amaral, 1922","Cobra-D'água","Répteis","11/2019","Menos Preocupante","","","Helicops gomesi é endêmica do Brasil, com registros de ocorrência no Distrito Federal e nos estados de Goiás, Mato Grosso do Sul, Minas Gerais e São Paulo, no Cerrado e áreas adjacentes da Mata Atlântica. A espécie possui ocorrência associada a ambientes justafluviais de cabeceiras de rios. Possui ampla distribuição e não há ameaças evidentes que possam colocá-la em risco de extinção em curto prazo. Por isso, Helicops gomesi foi categorizada como Menos Preocupante (LC).","Sim","Não","Distrito Federal, Goiás, Mato Grosso do Sul, Minas Gerais, São Paulo","|Centro-Oeste|Sudeste|","Cerrado, Mata Atlântica","Sub-bacia Grande
Sub-bacia Paranaíba
Sub-bacia Paranapanema
Sub-bacia Paraná RH1
Sub-bacia Tietê
Sub-bacia Tocantins Alto","PARNA das Emas","APA PIRACICABA JUQUERí-MIRIM AREA II, APA TIETê, AREA DE PROTEçãO AMBIENTAL DE CAMPINAS","RPPN Chakra Grisu, RPPN Sitio Palmital","","Desconhecida","3 - Produção energética e mineração
3.3 - Energia renovável
3.3.1 - Hidrelétricas
7 - Modificações nos sistemas naturais
7.2 - Represas e uso de água","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Helicops","Helicops hagmanni","","Helicops hagmanni","Roux, 1910","Hagmann's Keelback","Répteis","11/2019","Menos Preocupante","","","Helicops hagmanni ocorre no Brasil, Colômbia, Venezuela e Guiana Francesa. A espécie possui ampla distribuição no Brasil, com registros desde o leste do Pará até a fronteira com o Peru e a Colômbia, incluindo registros no Amapá e em Rondônia. A espécie é aquática, encontrada em riachos, rios e áreas alagadas. Não há ameaças evidentes que possam colocá-la em risco de extinção em curto prazo. Por essas razões, Helicops hagmanni foi avaliada como Menos Preocupante (LC).","Não","Não","Acre, Amapá, Amazonas, Pará, Rondônia","|Norte|","Amazônia","Sub-bacia Amapá Litoral
Sub-bacia Foz Amazonas
Sub-bacia Gurupi
Sub-bacia Madeira
Sub-bacia Negro
Sub-bacia Paru
Sub-bacia Solimões
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas
Sub-bacia Xingu","FLONA de Caxiuana","ÁREA DE PROTEÇÃO AMBIENTAL DA REGIÃO METROLPOLITANA DE BELÉM, ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA, ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ, ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAPIIM PENTECOSTE, PARQUE ESTADUAL DE GUAJARÁ-MIRIM, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL IGAPÓ-AÇU","RPPN Aldeia Ekinox, RPPN Laço de Amor, RPPN Nadir Júnior, RPPN Sumaúma","","Desconhecida","","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Helicops","Helicops infrataeniatus","","Helicops infrataeniatus","(Jan, 1865)","Cobra-D’água, Cobra-D’água-Meridional","Répteis","11/2019","Menos Preocupante","","","Helicops infrataeniatus ocorre no Brasil, Uruguai, Argentina e Paraguai. A espécie possui ampla distribuição no Brasil, ocorrendo na Mata Atlântica, Cerrado, Pantanal e Pampa, com registros do Distrito Federal ao extremo sul do Rio Grande do Sul, incluindo o sul do Mato Grosso do Sul. A espécie é aquática e considerada frequente. Não há ameaças evidentes que possam colocá-la em risco de extinção em curto prazo. Por essas razões, Helicops infrataeniatus foi avaliada como Menos Preocupante (LC).","Não","Não","Distrito Federal, Goiás, Mato Grosso do Sul, Minas Gerais, Paraná, Rio Grande do Sul, Santa Catarina, São Paulo","|Centro-Oeste|Sudeste|Sul|","Cerrado, Mata Atlântica, Pampa","Sub-bacia Grande
Sub-bacia Guaíba
Sub-bacia Ibicuí
Sub-bacia Iguaçu
Sub-bacia Litoral RS
Sub-bacia Litoral SP PR SC
Sub-bacia Negro RS
Sub-bacia Paraguai 01
Sub-bacia Paraguai 03
Sub-bacia Paranaíba
Sub-bacia Paranapanema
Sub-bacia Paraná RH1
Sub-bacia Tietê
Sub-bacia Uruguai Alto
Sub-bacia Uruguai Médio","APA das Ilhas e Várzeas do Rio Paraná, ESEC do Taim, PARNA de Brasília","ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA","RPPN Fazenda Curupira, RPPN Reserva Particular Professor Delmar Harry dos Reis","","Desconhecida","","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Helicops","Helicops leopardinus","","Helicops leopardinus","(Schlegel, 1837)","Cobra d'água","Répteis","11/2019","Menos Preocupante","","","Helicops leopardinus possui ampla distribuição na América do Sul, ocorrendo desde a Amazônia até a Argentina e o Uruguai. No Brasil, há registros em todas as regiões do país, com exceção da região Sul, estando presente nos biomas Cerrado, Pantanal, Caatinga, Amazônia e Mata Atlântica nordestina. A espécie é considerada comum e apresenta certa plasticidade ambiental, sendo encontrada em áreas alagáveis de ambientes florestais e savânicos. Não há ameaças evidentes que possam colocá-la em risco de extinção em curto prazo. Por essas razões, Helicops leopardinus foi avaliada como Menos Preocupante (LC).","Não","Não","Alagoas, Amapá, Amazonas, Bahia, Ceará, Distrito Federal, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraíba, Pernambuco, Piauí, Rio Grande do Norte, Rondônia, Sergipe, Tocantins","|Centro-Oeste|Nordeste|Norte|Sudeste|","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal","Sub-bacia Amapá Litoral
Sub-bacia Araguaia
Sub-bacia Foz Amazonas
Sub-bacia Gurupi
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia Jaguaribe
Sub-bacia Litoral AL PE PB
Sub-bacia Litoral CE PB
Sub-bacia Litoral CE PI
Sub-bacia Litoral SE
Sub-bacia Madeira
Sub-bacia Negro
Sub-bacia Paraguai 01
Sub-bacia Paraguai 02
Sub-bacia Paraguai 03
Sub-bacia Paranaíba
Sub-bacia Paraná RH1
Sub-bacia Parnaíba Alto
Sub-bacia Parnaíba Médio
Sub-bacia Paru
Sub-bacia Piranhas
Sub-bacia São Francisco Baixo
Sub-bacia São Francisco Médio
Sub-bacia São Francisco Submédio
Sub-bacia Solimões
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas
Sub-bacia Xingu","APA Chapada do Araripe, APA do Planalto Central, ESEC da Serra das Araras, ESEC Serra Geral do Tocantins, FLONA de Saracá-Taquera, PARNA da Chapada dos Guimarães, PARNA de Brasília, PARNA do Pantanal Mato-grossense, REBIO de Pedra Talhada, RESEX do Batoque","APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO, ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA, ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ, ÁREA DE PROTEÇÃO AMBIENTAL DUNAS E VEREDAS DO BAIXO MÉDIO SÃO FRANCISCO, ÁREA DE PROTEÇÃO AMBIENTAL ESTRADA PARQUE DE PIRAPUTANGA, ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SOBRADINHO, PARQUE ESTADUAL DO PANTANAL DO RIO NEGRO, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MAMIRAUÁ","RPPN Arara Azul, RPPN Bela Vista, RPPN Fazenda Estância Dorochê, RPPN Fazenda Não me Deixes, RPPN Fazenda Ressaca, RPPN Fazendinha, RPPN Jubran, RPPN Laço de Amor, RPPN Paculândia, RPPN Reserva Ecológica da Mata Fria, RPPN Santa Maria de Tapuã","Não","Desconhecida","","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Helicops","Helicops modestus","","Helicops modestus","Günther, 1861","Cobra-d’água","Répteis","11/2019","Menos Preocupante","","","Helicops modestus é endêmica do Brasil, ocorrendo predominantemente no Cerrado, mas com registros também na Mata Atlântica da região Sudeste. Embora pareça ser localmente rara, a espécie possui ampla distribuição e não foram identificadas ameaças que a coloquem em risco de extinção em curto prazo. Por esses motivos, Helicops modestus foi avaliada como Menos Preocupante (LC).","Sim","Não","Distrito Federal, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Rio de Janeiro, São Paulo","|Centro-Oeste|Sudeste|","Cerrado, Mata Atlântica","Sub-bacia Araguaia
Sub-bacia Grande
Sub-bacia Litoral RJ SP
Sub-bacia Paraíba do Sul
Sub-bacia Paranaíba
Sub-bacia Paranapanema
Sub-bacia Paraná RH1
Sub-bacia São Francisco Alto
Sub-bacia São Francisco Médio
Sub-bacia Tietê","APA Bacia do Rio Paraíba do Sul, APA Bacia do Rio São Bartolomeu, APA Carste da Lagoa Santa, APA do Morro da Pedreira, APA Planalto Central, FLONA de Ipanema , PARNA de Brasília","APA CAJAMAR, APA CORUMBATAí, BOTUCATU E TEJUPá PERIMETRO CORUMBATAí, APA CORUMBATAÍ BOTUCATU TEJUPA PERIMETRO BOTUCATU, APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO, APA ITUPARARANGA, APA JUNDIAí, APA PIRACICABA JUQUERí-MIRIM AREA II, APA RIO BATALHA, APA SISTEMA CANTAREIRA, APA VáRZEA DO RIO TIETê, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA HIDROGRÁFICA DO RIO MACHADO, AREA DE PROTEçãO AMBIENTAL DE CAMPINAS, ÁREA DE PROTEÇÃO AMBIENTAL ESTRADA PARQUE DE PIRAPUTANGA, ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS, ÁREA DE PROTEÇÃO AMBIENTAL VARGEM DAS FLORES, ESTAÇÃO ECOLÓGICA DE ÁGUAS EMENDADAS, ESTAÇÃO ECOLÓGICA DE ITIRAPINA, ESTAÇÃO ECOLÓGICA DO JARDIM BOTÂNICO, ESTAÇÃO ECOLÓGICA JATAÍ, PARQUE ESTADUAL DA SERRA DO MAR","RPPN Fazenda Silvo Agro-Pastoril Gonçalves, RPPN Meandros II, RPPN Reserva da Cachoeira, RPPN Reserva Ecológica Amadeu Botelho, RPPN Rio dos Pilões, RPPN Sítio Capuavinha, RPPN Sítio Curucutu, RPPN Sítio Pithon, RPPN Sítio Raio Solar, RPPN Voturuna II","","Desconhecida","","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Helicops","Helicops nentur","","","Costa, Santana, Leal, Koroiva & Garcia, 2016","","Répteis","11/2019","Menos Preocupante","","","Helicops nentur é endêmica do Brasil, com distribuição entre as porções norte e sudeste do estado de Minas Gerais. A espécie é vivípara e encontrada em ambientes lênticos. Embora possa ser localmente afetada por alterações de hábitat, sua distribuição é ampla e não há evidências de que as ameaças a coloquem em risco de extinção em curto prazo. Portanto, Helicops nentur foi avaliada como Menos Preocupante (LC).","Sim","Não","Minas Gerais","|Sudeste|","Caatinga, Mata Atlântica","Sub-bacia Doce
Sub-bacia Paraíba do Sul
Sub-bacia São Francisco Alto
Sub-bacia São Francisco Médio","","PARQUE ESTADUAL DO RIO DOCE","","","Desconhecida","","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Helicops","Helicops phantasma","","","Moraes-da-Silva, Amaro, Nunes, Rodrigues & Curcio, 2021","","Répteis","10/2022","Menos Preocupante","","","Helicops phantasma é endêmica do Brasil, encontrada na bacia do Rio Tocantins-Araguaia, com ocorrência desde o Planalto Central e depressão do Rio Araguaia, no estado de Mato Grosso, até terras baixas da depressão do rio Tocantins. Todos os exemplares conhecidos foram obtidos em resgates de fauna associados a empreendimentos hidrelétricos e o último exemplar conhecido foi coletado em 2011. Os reservatórios alteraram bastante o habitat da espécie, e há planejamento de outras hidrelétricas para a bacia do rio Tocantins. A conversão do Cerrado em áreas para agricultura e o uso intensivo de agrotóxicos representa ameaça adicional. No entanto, a distribuição da espécie é bastante ampla, e as ameaças não devem colocá-la em risco de extinção em curto prazo. Portanto, Helicops phantasma foi avaliada como Menos Preocupante (LC).","Sim","Não","Maranhão, Mato Grosso, Tocantins","|Centro-Oeste|Nordeste|Norte|","Cerrado","Sub-bacia Araguaia
Sub-bacia Tocantins Alto","","","","Não","Desconhecida","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2 - Agropecuária e Aquacultura
2.3 - Pecuária
3 - Produção energética e mineração
3.3 - Energia renovável
3.3.1 - Hidrelétricas
9 - Poluição
9.3 - Agropecuária e florestal
9.3.3 - Herbicidas e pesticidas","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Helicops","Helicops polylepis","","Helicops polylepis","Günther, 1861","Cobra-d'água","Répteis","11/2019","Menos Preocupante","","","Helicops polylepis ocorre no Brasil, Bolívia, Peru e Colômbia. No Brasil, é amplamente distribuída na Amazônia e no Cerrado, havendo registro também no Pantanal. A espécie é aquática e ocorre tanto em ambientes naturais quanto em áreas perturbadas, demostrando certa tolerância a alterações ambientais. Não há ameaças significativas que possam colocá-la em risco de extinção em curto prazo. Por essas razões, Helicops polylepis foi avaliada como Menos Preocupante (LC).","Não","Não","Acre, Amapá, Amazonas, Goiás, Mato Grosso, Mato Grosso do Sul, Pará, Rondônia, Tocantins","|Centro-Oeste|Norte|","Amazônia, Cerrado, Pantanal","Sub-bacia Araguaia
Sub-bacia Foz Amazonas
Sub-bacia Gurupi
Sub-bacia Madeira
Sub-bacia Negro
Sub-bacia Paraguai 02
Sub-bacia Paraguai 03
Sub-bacia Paru
Sub-bacia Purus
Sub-bacia Solimões
Sub-bacia Tapajós
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo
Sub-bacia Trombetas
Sub-bacia Xingu","FLONA de Caxiuana, FLONA Mulata","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ, ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO","RPPN Jubran, RPPN Laço de Amor, RPPN Parque Natural Leonildo Ferreira 1, RPPN Sumaúma","Não","Desconhecida","","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Helicops","Helicops tapajonicus","","Helicops tapajonicus","Frota, 2005","Cobra-d’água","Répteis","11/2019","Menos Preocupante","","","Helicops tapajonicus é endêmica do Brasil, conhecida de poucas localidades próximas entre si na porção baixa do rio Tapajós, nos municípios de Santarém e Belterra, no Pará. Embora tenha distribuição conhecida restrita, a região foi pouco amostrada e é provável que seja maior. Além disso, ocorre em área bem preservadas, que incluem unidade de conservação. Não são conhecidas ameaças que possam colocá-la em risco de extinção. Por isso, Helicops tapajonicus foi categorizada como Menos Preocupante (LC).","Sim","Não","Pará","|Norte|","Amazônia","Sub-bacia Paru
Sub-bacia Tapajós","RESEX Tapajós-Arapiuns","","","","Desconhecida","","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Helicops","Helicops trivittatus","","Helicops trivittatus","(Gray, 1849)","Cobra d'água","Répteis","11/2019","Menos Preocupante","","","Helicops trivittatus é endêmica do Brasil, amplamente distribuída na região leste e sudeste da Amazônia e em área de transição com o Cerrado, na bacia dos rios Xingu, Tocantins e Araguaia. Possui registros em diversas unidades de conservação, inclusive de proteção integral, e não há ameaças evidentes que possam colocá-la em risco de extinção em curto prazo. Por essas razões, Helicops trivittatus foi avaliada como Menos Preocupante (LC).","Sim","Não","Amapá, Maranhão, Mato Grosso, Pará, Tocantins","|Centro-Oeste|Nordeste|Norte|","Amazônia, Cerrado","Sub-bacia Araguaia
Sub-bacia Foz Amazonas
Sub-bacia Gurupi
Sub-bacia Mearim
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo
Sub-bacia Xingu","FLONA Caxiuanã","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ, ÁREA DE PROTEÇÃO AMBIENTAL DO RIO CURIAÚ, ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO, ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO, PARQUE ESTADUAL DO UTINGA","RPPN Bela Vista, RPPN Fazenda Pioneira, RPPN Nadir Júnior","","Desconhecida","3 - Produção energética e mineração
3.3 - Energia renovável
3.3.1 - Hidrelétricas
7 - Modificações nos sistemas naturais
7.2 - Represas e uso de água","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Helicops","Helicops yacu","","","Rossman & Dixon, 1975","Peru Keelback","Répteis","11/2019","Menos Preocupante","","","Helicops yacu ocorre no Brasil e no Peru. No Brasil, é conhecida de apenas uma localidade, em Cruzeiro do Sul, no Acre, mas provavelmente possui distribuição mais ampla, pois a região ainda é pouco amostrada. Embora haja poucas informações sobre a espécie no Brasil, sua extensão de ocorrência é constituída por grandes extensões de florestas pouco perturbadas, sem ameaças que possam colocá-la em risco de extinção em curto prazo. Por essas razões, Helicops yacu foi avaliada como Menos Preocupante (LC).","Não","Não","Acre","|Norte|","Amazônia","Sub-bacia Solimões","","","","","Desconhecida","","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus agrius","","Hemidactylus agrius","Vanzolini, 1978","briba","Répteis","10/2020","Menos Preocupante","","","Hemidactylus agrius é endêmica do Brasil, encontrada principalmente na porção norte da Caatinga, nos estados do Maranhão, Piauí, Ceará, Rio Grande do Norte, Paraíba e Pernambuco. Embora haja perda e degradação da vegetação nativa ao longo da distribuição da espécie, sua distribuição é ampla e as ameaças não a colocam em risco de extinção em curto prazo. Portanto, H. agrius foi avaliada como Menos Preocupante (LC).","Sim","Não","Ceará, Maranhão, Paraíba, Pernambuco, Piauí, Rio Grande do Norte","|Nordeste|","Caatinga, Cerrado, Mata Atlântica","Sub-bacia Itapecuru
Sub-bacia Jaguaribe
Sub-bacia Litoral CE PB
Sub-bacia Litoral CE PI
Sub-bacia Paraíba
Sub-bacia Parnaíba Baixo
Sub-bacia Parnaíba Médio
Sub-bacia Piranhas
Sub-bacia São Francisco Submédio","APA Chapada do Araripe, APA Serra da Ibiapaba, ESEC do Seridó, FLONA de Negreiros, FLONA do Araripe-Apodi, PARNA de Ubajara","","","Não","Desconhecida","","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus brasilianus","","Hemidactylus brasilianus","(Amaral, 1935)","briba","Répteis","10/2020","Menos Preocupante","","","Hemidactylus brasilianus é endêmica do Brasil, ocorrendo na Caatinga e áreas adjacentes do Cerrado e Mata Atlântica. A espécie ocorre em diferentes fitofisionomias, incluindo restingas e campos rupestres. Sua distribuição é ampla e não há ameaças que a coloquem em risco de extinção em curto prazo. Portanto, H. brasilianus foi avaliada como Menos Preocupante (LC).","Sim","Não","Alagoas, Bahia, Ceará, Maranhão, Minas Gerais, Paraíba, Pernambuco, Piauí, Rio Grande do Norte, Sergipe, Tocantins","|Nordeste|Norte|Sudeste|","Caatinga, Cerrado, Mata Atlântica","Sub-bacia Contas
Sub-bacia Itapecuru-Paraguaçu
Sub-bacia Jaguaribe
Sub-bacia Litoral AL PE PB
Sub-bacia Litoral CE PB
Sub-bacia Litoral SE
Sub-bacia Paraíba
Sub-bacia Parnaíba Alto
Sub-bacia Parnaíba Baixo
Sub-bacia Parnaíba Médio
Sub-bacia Piranhas
Sub-bacia São Francisco Baixo
Sub-bacia São Francisco Médio
Sub-bacia São Francisco Submédio
Sub-bacia Tocantins Alto","APA Chapada do Araripe, ESEC de Uruçuí-Una, ESEC do Seridó, ESEC Raso da Catarina, ESEC Serra Geral do Tocantins, FLONA de Negreiros, FLONA do Araripe-Apodi, PARNA da Serra da Capivara, PARNA da Serra das Confusões, PARNA do Catimbau","ÁREA DE PROTEÇÃO AMBIENTAL DUNAS E VEREDAS DO BAIXO MÉDIO SÃO FRANCISCO, ÁREA DE PROTEÇÃO AMBIENTAL LAGOA DE ITAPARICA, ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SOBRADINHO, ÁREA DE PROTEÇÃO AMBIENTAL SERRA BRANCA / RASO DA CATARINA, RESERVA DE DESENVOLVIMENTO SUSTENTáVEL ESTADUAL PONTA DO TUBARãO","RPPN Córrego dos bois, RPPN Fazenda Piabas, RPPN Reserva Ecológica Maurício Dantas","","Desconhecida","","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus palaichthus","","Hemidactylus palaichthus","Kluge, 1969","briba","Répteis","10/2020","Menos Preocupante","","","Hemidactylus palaichthus é endêmica da porção norte da Amazônia, ocorrendo no Brasil, Colômbia, Venezuela, Guiana e nas ilhas caribenhas de Santa Lúcia e Trinidad e Tobago. No Brasil, ocorre nos estados do Amazonas e em áreas abertas de Roraima. Ocupa uma variedade de ambientes, incluindo florestas primárias, secundárias e ambientes peri-antrópicos. Embora haja perda de vegetação nativa em algumas localidades ao longo de sua distribuição, as ameaças não colocam a espécie em risco de extinção em curto prazo. Portanto, H. palaichthus foi avaliada como Menos Preocupante (LC).","Não","Não","Amazonas, Roraima","|Norte|","Amazônia","Sub-bacia Madeira
Sub-bacia Negro","ESEC de Maracá","ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES","","Não","Desconhecida","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2 - Agropecuária e Aquacultura
2.3 - Pecuária
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Gymnophthalmidae","Heterodactylus","Heterodactylus imbricatus","","Heterodactylus imbricatus","Spix, 1825","briba, calango-que-vira-cobra, cobra-de-pé, cobrinha","Répteis","10/2020","Menos Preocupante","","","Heterodactylus imbricatus é endêmica do Brasil e ocorre predominantemente em áreas de altitude da Mata Atlântica do Sudeste, sendo dependente de ambientes florestais em bom estado de conservação. Embora ocorra em uma região historicamente muito impactada, e que ainda sofre certa pressão, sua distribuição é ampla e não há indícios de declínios populacionais. Assim, as ameaças não devem colocá-la em risco de extinção em curto prazo. Portanto, H. imbricatus foi avaliada como Menos Preocupante (LC).","Sim","Não","Espírito Santo, Minas Gerais, Rio de Janeiro, São Paulo","|Sudeste|","Mata Atlântica","Sub-bacia Doce
Sub-bacia Grande
Sub-bacia Litoral ES
Sub-bacia Litoral RJ
Sub-bacia Paraíba do Sul
Sub-bacia São Francisco Alto
Sub-bacia Tietê","","APA ITUPARARANGA, APA PIRACICABA JUQUERí-MIRIM AREA II, APA SISTEMA CANTAREIRA, ÁREA DE PROTEÇÃO AMBIENTAL SERRA SÃO JOSÉ, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, PARQUE ESTADUAL DA CANTAREIRA, REFÚGIO ESTADUAL DE VIDA SILVESTRE LIBÉLULAS DA SERRA DE SÃO JOSÉ","RPPN CEFLUSMME, RPPN Meandros II, RPPN Sítio Capuavinha","Não","Desconhecida","","","Plano de Ação Nacional (PAN), Proteção de locais/áreas","Plano de Ação Nacional para a Conservação dos Répteis e Anfíbios Ameaçados de Extinção na Serra do Espinhaço","","",""
"Animalia","Chordata","Reptilia","Squamata","Gymnophthalmidae","Heterodactylus","Heterodactylus lundii","","Heterodactylus lundii","Reinhardt & Lütken, 1862","Briba, Calango-que-vira-cobra, Cobra-de-pé, Cobra-de-vidro, Cobrinha","Répteis","04/2022","Vulnerável","","B2ab(ii,iii)","Heterodactylus lundii é endêmica do Brasil, com ocorrência restrita a regiões de campos rupestres ou de cerrados abertos (campos limpos), entre 900 e 1.300 metros de altitude, no estado de Minas Gerais. Sua extensão de ocorrência (EOO) é estimada em 52.434 km², mas sua área de ocupação (AOO) é muito mais reduzida, já que seu ambiente é bastante específico, e foi estimada em 1.068 km². A espécie parece ser geograficamente rara e localmente pouco abundante. Boa parte do hábitat onde ocorre é impactado principalmente pelo fogo, silvicultura, mineração e turismo desordenado, provocando descaracterização, declínio da qualidade e fragmentação dos ambientes. Entre 2009 e 2019, houve redução de 55,2 km² (2,5%) do hábitat dentro de sua EOO. Considerando a especificidade do hábitat e a baixa capacidade de dispersão da espécie, sua população encontra-se severamente fragmentada. Por essas razões, Heterodactylus lundii foi avaliada como Vulnerável (VU), pelo critério B2ab(ii,iii).","Sim","Sim","Minas Gerais","|Sudeste|","Cerrado, Mata Atlântica","Sub-bacia Doce
Sub-bacia Grande
Sub-bacia São Francisco Alto","APA do Morro da Pedreira, PARNA da Serra da Canastra, PARNA da Serra do Cipó, PARNA das Sempre-Vivas","ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, PARQUE ESTADUAL DA SERRA DO CABRAL","RPPN Santuário Caraça","","Desconhecida","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.3 - Agricultura agro-industrial
2 - Agropecuária e Aquacultura
2.2 - Silvicultura
2.2.2 - Plantações agro-industriais
3 - Produção energética e mineração
3.2 - Mineração
3.2.3 - Extração de minérios - subsolo
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios
9 - Poluição
9.3 - Agropecuária e florestal
9.3.3 - Herbicidas e pesticidas
9 - Poluição
9.4 - Lixo e resíduos sólidos
9.4.2 - Industriais","","Criação de áreas protegidas, Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação da Herpetofauna do Espinhaço Mineiro - 2º ciclo, Plano de Ação Nacional para a Conservação dos Répteis e Anfíbios Ameaçados de Extinção na Serra do Espinhaço","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
