family,genus,species,activity,limbs,reproduction,habitat,biomes,major_biome_gard,Seasonality.Precipitation..coefficient.of.variation...100.,cerrado_endemic,phylogeny,distribution
Sphaerodactylidae,Gonatodes,Gonatodes eladioi,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,12.46,no,yes,yes
Sphaerodactylidae,Gonatodes,Gonatodes hasemani,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,10.91,no,yes,yes
Sphaerodactylidae,Gonatodes,Gonatodes humeralis,NA,4 well developed limbs,oviparous,Forest,AM_CA_CE_PT,Tropical & Subtropical Moist Broadleaf Forests,13.59,no,yes,yes
Sphaerodactylidae,Gonatodes,Gonatodes nascimentoi,NA,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,16.79,no,no,yes
Sphaerodactylidae,Gonatodes,Gonatodes tapajonicus,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,10.8,no,no,yes
Phyllodactylidae,Gymnodactylus,Gymnodactylus amarali,Nocturnal,4 well developed limbs,oviparous,Savanna,AM_CA_CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",24.67,yes,yes,yes
Phyllodactylidae,Gymnodactylus,Gymnodactylus darwinii,Nocturnal,4 well developed limbs,oviparous,Forest_Shrubland,CA_AF,Tropical & Subtropical Moist Broadleaf Forests,19.15,no,yes,yes
Phyllodactylidae,Gymnodactylus,Gymnodactylus geckoides,Cathemeral,4 well developed limbs,oviparous,Savanna,CA_CE_AF,Deserts & Xeric Shrublands,37.7,no,yes,yes
Phyllodactylidae,Gymnodactylus,Gymnodactylus guttulatus,NA,4 well developed limbs,oviparous,Savanna,CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",23.52,yes,no,yes
Phyllodactylidae,Gymnodactylus,Gymnodactylus vanzolinii,Nocturnal,4 well developed limbs,oviparous,Rocky_Savanna,CA,Deserts & Xeric Shrublands,26.2,no,no,yes
Gymnophthalmidae,Gymnophthalmus,Gymnophthalmus leucomystax,Diurnal,4 well developed limbs,oviparous,Savanna,AM,"Tropical & Subtropical Grasslands, Savannas & Shrublands",18.8,no,yes,yes
Gymnophthalmidae,Gymnophthalmus,Gymnophthalmus underwoodi,Diurnal,4 well developed limbs,oviparous,Grassland,AM,Tropical & Subtropical Moist Broadleaf Forests,16.37,no,yes,yes
Gymnophthalmidae,Gymnophthalmus,Gymnophthalmus vanzoi,Diurnal,4 well developed limbs,oviparous,Forest,AM,"Tropical & Subtropical Grasslands, Savannas & Shrublands",21.45,no,yes,yes
Leptotyphlopidae,Habrophallos,Habrophallos collaris,NA,limbless,oviparous,NA,AM,Tropical & Subtropical Moist Broadleaf Forests,NA,no,yes,yes
Dipsadidae,Helicops,Helicops acangussu,NA,limbless,oviparous,NA,AM,NA,NA,no,no,yes
Dipsadidae,Helicops,Helicops angulatus,NA,limbless,bimodal,Forest_Wetlands,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,NA,no,yes,yes
Dipsadidae,Helicops,Helicops apiaka,NA,limbless,viviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Dipsadidae,Helicops,Helicops boitata,NA,limbless,NA,NA,PT,NA,NA,yes,no,yes
Dipsadidae,Helicops,Helicops carinicaudus,NA,limbless,viviparous,Wetlands,AF_PP,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Dipsadidae,Helicops,Helicops gomesi,NA,limbless,oviparous,Forest_Savanna,CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,yes,yes,yes
Dipsadidae,Helicops,Helicops hagmanni,NA,limbless,oviparous,Forest_Wetlands,AM,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Helicops,Helicops infrataeniatus,NA,limbless,viviparous,Forest_Grassland_Savanna,CE_AF_PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Dipsadidae,Helicops,Helicops leopardinus,NA,limbless,viviparous,Forest_Savanna_Wetlands,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Helicops,Helicops modestus,NA,limbless,viviparous,Savanna_Wetlands,CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Dipsadidae,Helicops,Helicops nentur,NA,limbless,viviparous,NA,CA_AF,Tropical & Subtropical Moist Broadleaf Forests,NA,no,no,yes
Dipsadidae,Helicops,Helicops phantasma,NA,limbless,viviparous,NA,CE,NA,NA,yes,no,yes
Dipsadidae,Helicops,Helicops polylepis,NA,limbless,viviparous,Forest_Wetlands,AM_CE_PT,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Dipsadidae,Helicops,Helicops tapajonicus,NA,limbless,viviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.5,no,no,yes
Dipsadidae,Helicops,Helicops trivittatus,NA,limbless,viviparous,Forest_Wetlands,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Helicops,Helicops yacu,NA,limbless,viviparous,Forest_Wetlands,AM,Tropical & Subtropical Moist Broadleaf Forests,0.1,no,no,yes
Gekkonidae,Hemidactylus,Hemidactylus agrius,Nocturnal,4 well developed limbs,oviparous,Savanna,CA_CE_AF,Deserts & Xeric Shrublands,39.79,no,yes,yes
Gekkonidae,Hemidactylus,Hemidactylus brasilianus,Nocturnal,4 well developed limbs,oviparous,Savanna,CA_CE_AF,Deserts & Xeric Shrublands,31.81,no,yes,yes
Gekkonidae,Hemidactylus,Hemidactylus palaichthus,Nocturnal,4 well developed limbs,oviparous,Forest_Savanna,AM,Tropical & Subtropical Moist Broadleaf Forests,14.32,no,yes,yes
Gymnophthalmidae,Heterodactylus,Heterodactylus imbricatus,NA,4 well developed limbs,oviparous,Forest_Savanna,AF,Tropical & Subtropical Moist Broadleaf Forests,18.85,no,yes,yes
Gymnophthalmidae,Heterodactylus,Heterodactylus lundii,NA,4 well developed limbs,oviparous,Savanna,CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",21.4,yes,no,yes
Gymnophthalmidae,Heterodactylus,Heterodactylus septentrionalis,NA,4 well developed limbs,oviparous,Rocky_Savanna,CA,Deserts & Xeric Shrublands,26.2,no,no,yes
Phyllodactylidae,Homonota,Homonota uruguayensis,Cathemeral,4 well developed limbs,oviparous,Grassland_Rocky,PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",20.7,no,yes,yes
Hoplocercidae,Hoplocercus,Hoplocercus spinosus,Diurnal,4 well developed limbs,oviparous,Forest_Savanna,AM_CA_CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",14.74,yes,yes,yes
Dipsadidae,Hydrodynastes,Hydrodynastes bicinctus,NA,limbless,oviparous,Forest_Wetlands,AM_CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Hydrodynastes,Hydrodynastes gigas,Diurnal,limbless,oviparous,Forest_Grassland_Savanna_Shrubland_Wetlands,AM_CE_AF_PP_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Hydrops,Hydrops caesurus,NA,limbless,oviparous,Wetlands,CE_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.1,no,no,yes
Dipsadidae,Hydrops,Hydrops martii,NA,limbless,oviparous,Forest_Wetlands,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,no,yes
Dipsadidae,Hydrops,Hydrops triangularis,NA,limbless,oviparous,Forest_Savanna_Wetlands,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Iguanidae,Iguana,Iguana iguana,Diurnal,4 well developed limbs,oviparous,Forest,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,17.13,no,yes,yes
Dipsadidae,Imantodes,Imantodes cenchoa,Nocturnal,limbless,oviparous,Forest_Savanna,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.4,no,yes,yes
Dipsadidae,Imantodes,Imantodes lentiferus,Nocturnal,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Gymnophthalmidae,Iphisa,Iphisa elegans,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,14.96,no,yes,yes
Teiidae,Kentropyx,Kentropyx altamazonica,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,11.65,no,yes,yes
Teiidae,Kentropyx,Kentropyx calcarata,Diurnal,4 well developed limbs,oviparous,Forest,AM_CA_CE_AF,Tropical & Subtropical Moist Broadleaf Forests,15.84,no,yes,yes
Teiidae,Kentropyx,Kentropyx paulensis,Diurnal,4 well developed limbs,oviparous,Savanna,AM_CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",17.52,yes,yes,yes
Teiidae,Kentropyx,Kentropyx pelviceps,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,10.27,no,yes,yes
Teiidae,Kentropyx,Kentropyx striata,Diurnal,4 well developed limbs,oviparous,Savanna_Wetlands,AM,Tropical & Subtropical Moist Broadleaf Forests,16.16,no,yes,yes
Teiidae,Kentropyx,Kentropyx vanzoi,Diurnal,4 well developed limbs,oviparous,Savanna,AM_CE_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13.81,yes,yes,yes
Teiidae,Kentropyx,Kentropyx viridistriga,Diurnal,4 well developed limbs,oviparous,Forest_Savanna_Shrubland,PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",17.23,no,yes,yes
Viperidae,Lachesis,Lachesis muta,Nocturnal,limbless,oviparous,Forest,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Sphaerodactylidae,Lepidoblepharis,Lepidoblepharis heyerorum,Cathemeral,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,12.6,no,no,yes
Sphaerodactylidae,Lepidoblepharis,Lepidoblepharis hoogmoedi,NA,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,9.24,no,no,yes
Gymnophthalmidae,Leposoma,Leposoma annectans,NA,4 well developed limbs,NA,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,18.37,no,yes,yes
Gymnophthalmidae,Leposoma,Leposoma baturitensis,NA,4 well developed limbs,oviparous,Forest,CA_AF,Deserts & Xeric Shrublands,39.44,no,yes,yes
Gymnophthalmidae,Leposoma,Leposoma nanodactylus,NA,4 well developed limbs,oviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,19.21,no,yes,yes
Gymnophthalmidae,Leposoma,Leposoma puk,Diurnal,4 well developed limbs,oviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,19.35,no,yes,yes
Gymnophthalmidae,Leposoma,Leposoma scincoides,NA,4 well developed limbs,oviparous,Forest,CA_AF,Tropical & Subtropical Moist Broadleaf Forests,23.25,no,yes,yes
Gymnophthalmidae,Leposoma,Leposoma sinepollex,NA,4 well developed limbs,oviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,21.19,no,yes,yes
Amphisbaenidae,Leposternon,Leposternon cerradensis,NA,limbless,NA,Savanna,CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,yes,no,yes
Amphisbaenidae,Leposternon,Leposternon infraorbitale,NA,limbless,oviparous,Forest_Savanna,AM_CA_CE_AF,Tropical & Subtropical Moist Broadleaf Forests,NA,no,yes,yes
Amphisbaenidae,Leposternon,Leposternon kisteumacheri,NA,limbless,NA,Forest,CA_AF,Deserts & Xeric Shrublands,NA,no,no,yes
Amphisbaenidae,Leposternon,Leposternon maximus,NA,limbless,NA,Savanna,CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,yes,no,yes
Amphisbaenidae,Leposternon,Leposternon microcephalus,NA,limbless,oviparous,Forest_Grassland_Savanna,CA_CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,no,yes,yes
Amphisbaenidae,Leposternon,Leposternon mineiro,NA,limbless,NA,NA,CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,yes,no,yes
Amphisbaenidae,Leposternon,Leposternon octostegum,NA,limbless,NA,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,NA,no,no,yes
Amphisbaenidae,Leposternon,Leposternon polystegum,Diurnal,limbless,oviparous,Forest_Savanna,AM_CA_CE_AF,Tropical & Subtropical Moist Broadleaf Forests,NA,no,yes,yes
Amphisbaenidae,Leposternon,Leposternon scutigerum,NA,limbless,NA,NA,AF,Tropical & Subtropical Moist Broadleaf Forests,NA,no,no,yes
Amphisbaenidae,Leposternon,Leposternon wuchereri,NA,limbless,NA,Forest,CA_AF,Tropical & Subtropical Moist Broadleaf Forests,NA,no,no,yes
Dipsadidae,Leptodeira,Leptodeira annulata,Nocturnal,limbless,oviparous,Forest,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.4,no,yes,yes
Dipsadidae,Leptodeira,Leptodeira ashmeadii,NA,limbless,NA,NA,AM,NA,NA,no,no,yes
Dipsadidae,Leptodeira,Leptodeira pulchriceps,NA,limbless,NA,NA,CE_AF_PT,NA,NA,no,no,yes
Dipsadidae,Leptodeira,Leptodeira tarairiu,NA,limbless,NA,NA,CA_CE_AF,NA,NA,no,no,yes
Elapidae,Leptomicrurus,Leptomicrurus collaris,NA,limbless,oviparous,NA,AM,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,no,yes
Elapidae,Leptomicrurus,Leptomicrurus narduccii,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Elapidae,Leptomicrurus,Leptomicrurus scutiventris,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.1,no,no,yes
Colubridae,Leptophis,Leptophis ahaetulla,Diurnal,limbless,oviparous,Forest,AM_CA_CE_AF_PP_PT,Tropical & Subtropical Moist Broadleaf Forests,0.4,no,yes,yes
Colubridae,Leptophis,Leptophis dibernardoi,NA,limbless,oviparous,NA,CA_CE_AF,NA,NA,no,no,yes
Colubridae,Leptophis,Leptophis liocercus,NA,limbless,oviparous,NA,CA_CE_AF,NA,NA,no,no,yes
Colubridae,Leptophis,Leptophis marginatus,NA,limbless,oviparous,NA,AM_CE_AF_PP_PT,NA,NA,no,no,yes
Colubridae,Leptophis,Leptophis nigromarginatus,NA,limbless,NA,NA,AM,NA,NA,no,no,yes
Dipsadidae,Lioheterophis,Lioheterophis iheringi,NA,limbless,oviparous,Shrubland,CA,Deserts & Xeric Shrublands,0.7,no,no,yes
Liolaemidae,Liolaemus,Liolaemus arambarensis,Diurnal,4 well developed limbs,oviparous,Shrubland,PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",19.26,no,yes,yes
Liolaemidae,Liolaemus,Liolaemus lutzae,Diurnal,4 well developed limbs,oviparous,Shrubland,AF,Tropical & Subtropical Moist Broadleaf Forests,17.24,no,yes,yes
Liolaemidae,Liolaemus,Liolaemus occipitalis,Diurnal,4 well developed limbs,oviparous,Shrubland,AF_PP,Tropical & Subtropical Moist Broadleaf Forests,20.09,no,yes,yes
Anomalepididae,Liotyphlops,Liotyphlops caissara,NA,limbless,NA,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,NA,no,no,yes
Anomalepididae,Liotyphlops,Liotyphlops schubarti,NA,limbless,oviparous,NA,AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,yes,no,yes
Anomalepididae,Liotyphlops,Liotyphlops taylori,NA,limbless,oviparous,NA,CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,yes,no,yes
Anomalepididae,Liotyphlops,Liotyphlops ternetzii,NA,limbless,oviparous,Forest_Savanna_Shrubland,AM_CA_CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,no,yes,yes
Anomalepididae,Liotyphlops,Liotyphlops trefauti,NA,limbless,oviparous,Forest,CA_AF,Deserts & Xeric Shrublands,NA,no,no,yes
Anomalepididae,Liotyphlops,Liotyphlops wilderi,NA,limbless,oviparous,Forest_Savanna,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,NA,no,no,yes
Gymnophthalmidae,Loxopholis,Loxopholis ferreirai,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,11.19,no,yes,yes
Gymnophthalmidae,Loxopholis,Loxopholis guianense,Cathemeral,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,16.88,no,yes,yes
Gymnophthalmidae,Loxopholis,Loxopholis osvaldoi,Diurnal,4 well developed limbs,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,11.44,no,yes,yes
Gymnophthalmidae,Loxopholis,Loxopholis percarinatum,Cathemeral,4 well developed limbs,oviparous,Forest_Wetlands,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,13.3,no,yes,yes
Gymnophthalmidae,Loxopholis,Loxopholis snethlageae,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,10.07,no,no,yes
Gekkonidae,Lygodactylus,Lygodactylus klugei,Diurnal,4 well developed limbs,oviparous,Savanna,CA_CE_AF,Deserts & Xeric Shrublands,40.92,no,yes,yes
Gekkonidae,Lygodactylus,Lygodactylus wetzeli,NA,4 well developed limbs,oviparous,Savanna,CE_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",19.37,no,yes,yes
Dipsadidae,Lygophis,Lygophis anomalus,Diurnal,limbless,oviparous,Savanna,AF_PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.1,no,yes,yes
Dipsadidae,Lygophis,Lygophis dilepis,NA,limbless,oviparous,Forest,CA_CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.3,no,yes,yes
Dipsadidae,Lygophis,Lygophis flavifrenatus,NA,limbless,oviparous,Savanna,CE_AF_PP,Tropical & Subtropical Moist Broadleaf Forests,0.1,no,yes,yes
Dipsadidae,Lygophis,Lygophis lineatus,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.5,no,yes,yes
Dipsadidae,Lygophis,Lygophis meridionalis,NA,limbless,oviparous,Savanna,AM_CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Dipsadidae,Lygophis,Lygophis paucidens,NA,limbless,oviparous,Savanna,AM_CA_CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.3,yes,yes,yes
Mabuyidae,Mabuya,Mabuya altamazonica,Diurnal,4 well developed limbs,viviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,11.5,no,yes,yes
Mabuyidae,Mabuya,Mabuya bistriata,Diurnal,4 well developed limbs,viviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,13.38,no,yes,yes
Mabuyidae,Manciola,Manciola guaporicola,Diurnal,4 well developed limbs,viviparous,Savanna,AM_CE_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",16.79,yes,yes,yes
Gymnophthalmidae,Marinussaurus,Marinussaurus curupira,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,11.14,no,yes,yes
Colubridae,Mastigodryas,Mastigodryas boddaerti,Diurnal,limbless,oviparous,Forest,AM_CA_CE_PT,Tropical & Subtropical Moist Broadleaf Forests,0.4,no,yes,yes
Colubridae,Mastigodryas,Mastigodryas moratoi,Diurnal,limbless,oviparous,Forest_Savanna,AM,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Colubridae,Mastigodryas,Mastigodryas pleei,Diurnal,limbless,oviparous,NA,AM,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,no,yes
Amphisbaenidae,Mesobaena,Mesobaena rhachicephala,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,13.67,no,no,yes
Dipsadidae,Mesotes,Mesotes rutilus,NA,limbless,viviparous,NA,CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,yes,yes,yes
Dipsadidae,Mesotes,Mesotes strigatus,NA,limbless,viviparous,NA,CE_AF_PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Gymnophthalmidae,Micrablepharus,Micrablepharus atticolus,Diurnal,4 well developed limbs,oviparous,Forest_Savanna,AM_CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",15.72,yes,yes,yes
Gymnophthalmidae,Micrablepharus,Micrablepharus maximiliani,Diurnal,4 well developed limbs,oviparous,Forest_Savanna,AM_CA_CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",20.56,no,yes,yes
Elapidae,Micrurus,Micrurus albicinctus,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Elapidae,Micrurus,Micrurus altirostris,NA,limbless,oviparous,Forest,CE_AF_PP,Tropical & Subtropical Moist Broadleaf Forests,0.1,no,yes,yes
Elapidae,Micrurus,Micrurus annellatus,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Elapidae,Micrurus,Micrurus averyi,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,no,yes
Elapidae,Micrurus,Micrurus boicora,NA,limbless,NA,NA,AM,Tropical & Subtropical Moist Broadleaf Forests,NA,no,no,yes
Elapidae,Micrurus,Micrurus brasiliensis,NA,limbless,oviparous,Forest,CA_CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,yes,yes,yes
Elapidae,Micrurus,Micrurus corallinus,NA,limbless,oviparous,Forest,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Elapidae,Micrurus,Micrurus decoratus,NA,limbless,oviparous,Forest,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Elapidae,Micrurus,Micrurus diana,NA,limbless,oviparous,Forest,AM_CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,no,yes
Elapidae,Micrurus,Micrurus diutius,NA,limbless,NA,NA,AM,Tropical & Subtropical Moist Broadleaf Forests,NA,no,yes,yes
Elapidae,Micrurus,Micrurus filiformis,NA,limbless,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,no,yes
Elapidae,Micrurus,Micrurus frontalis,NA,limbless,oviparous,Forest,CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Elapidae,Micrurus,Micrurus hemprichii,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Elapidae,Micrurus,Micrurus ibiboboca,NA,limbless,oviparous,Forest_Savanna_Shrubland,AM_CA_CE_AF,Deserts & Xeric Shrublands,0.4,no,yes,yes
Elapidae,Micrurus,Micrurus isozonus,NA,limbless,oviparous,Forest_Savanna_Shrubland,AM,Tropical & Subtropical Moist Broadleaf Forests,0.5,no,no,yes
Elapidae,Micrurus,Micrurus langsdorffi,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.1,no,no,yes
Elapidae,Micrurus,Micrurus lemniscatus,NA,limbless,oviparous,Forest_Savanna_Shrubland,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Elapidae,Micrurus,Micrurus mipartitus,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.5,no,yes,yes
Elapidae,Micrurus,Micrurus nattereri,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Elapidae,Micrurus,Micrurus pacaraimae,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.4,no,no,yes
Elapidae,Micrurus,Micrurus paraensis,NA,limbless,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,no,yes
Elapidae,Micrurus,Micrurus potyguara,NA,limbless,NA,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,NA,no,no,yes
Elapidae,Micrurus,Micrurus psyches,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.4,no,yes,yes
Elapidae,Micrurus,Micrurus putumayensis,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.1,no,no,yes
Elapidae,Micrurus,Micrurus pyrrhocryptus,NA,limbless,oviparous,Forest_Savanna_Shrubland,PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Elapidae,Micrurus,Micrurus remotus,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Elapidae,Micrurus,Micrurus silviae,NA,limbless,oviparous,Savanna,AF_PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.1,no,no,yes
Elapidae,Micrurus,Micrurus spixii,NA,limbless,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Elapidae,Micrurus,Micrurus surinamensis,NA,limbless,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Elapidae,Micrurus,Micrurus tikuna,NA,limbless,NA,NA,AM,Tropical & Subtropical Moist Broadleaf Forests,NA,no,no,yes
Elapidae,Micrurus,Micrurus tricolor,NA,limbless,oviparous,Savanna,CE_PT,NA,NA,yes,no,yes
Dipsadidae,Mussurana,Mussurana bicolor,NA,limbless,oviparous,Forest,CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Dipsadidae,Mussurana,Mussurana montana,NA,limbless,oviparous,Grassland,AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Dipsadidae,Mussurana,Mussurana quimi,NA,limbless,oviparous,Forest,CA_CE_AF_PP,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Gymnophthalmidae,Neusticurus,Neusticurus arekuna,NA,4 well developed limbs,oviparous,NA,AM,Tropical & Subtropical Moist Broadleaf Forests,15.76,no,no,yes
Gymnophthalmidae,Neusticurus,Neusticurus bicarinatus,Diurnal,4 well developed limbs,oviparous,Forest_Wetlands,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,13.44,no,yes,yes
Gymnophthalmidae,Neusticurus,Neusticurus medemi,Diurnal,4 well developed limbs,oviparous,Forest_Wetlands,AM,Tropical & Subtropical Moist Broadleaf Forests,10.07,no,yes,yes
Gymnophthalmidae,Neusticurus,Neusticurus racenisi,Diurnal,4 well developed limbs,oviparous,Forest_Wetlands,AM,Tropical & Subtropical Moist Broadleaf Forests,14.88,no,yes,yes
Gymnophthalmidae,Neusticurus,Neusticurus surinamensis,NA,4 well developed limbs,oviparous,NA,AM,Tropical & Subtropical Moist Broadleaf Forests,17.02,no,yes,yes
Dipsadidae,Ninia,Ninia hudsoni,NA,limbless,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Gymnophthalmidae,Nothobachia,Nothobachia ablephara,Cathemeral,reduced,oviparous,Forest_Savanna,CA_CE,Deserts & Xeric Shrublands,40.15,no,yes,yes
