family,genus,species,activity,limbs,reproduction,habitat,biomes,major_biome_gard,Seasonality.Precipitation..coefficient.of.variation...100.,cerrado_endemic,phylogeny,distribution
Gymnophthalmidae,Cercosaura,Cercosaura quadrilineata,NA,4 well developed limbs,oviparous,Forest,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,19.89,no,yes,yes
Gymnophthalmidae,Cercosaura,Cercosaura schreibersii,Diurnal,4 well developed limbs,oviparous,Forest_Grassland_Savanna_Shrubland,AM_CE_AF_PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",18.46,no,yes,yes
Sphaerodactylidae,Chatogekko,Chatogekko amazonicus,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,13.05,no,yes,yes
Colubridae,Chironius,Chironius bicarinatus,Diurnal,limbless,oviparous,Forest,CA_CE_AF_PP_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Colubridae,Chironius,Chironius brazili,NA,limbless,NA,NA,CE_AF_PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,yes,yes,yes
Colubridae,Chironius,Chironius carinatus,Diurnal,limbless,oviparous,Forest_Savanna,AM_CA_CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Colubridae,Chironius,Chironius diamantina,Diurnal,limbless,oviparous,NA,CA,Deserts & Xeric Shrublands,NA,no,yes,yes
Colubridae,Chironius,Chironius dixoni,Diurnal,limbless,oviparous,Forest_Grassland,AM_CE_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.3,no,yes,yes
Colubridae,Chironius,Chironius exoletus,Diurnal,limbless,oviparous,Forest,AM_CA_CE_AF_PP_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Colubridae,Chironius,Chironius flavolineatus,Diurnal,limbless,oviparous,Forest_Savanna,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Colubridae,Chironius,Chironius foveatus,Diurnal,limbless,oviparous,Forest,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Colubridae,Chironius,Chironius fuscus,Diurnal,limbless,oviparous,Forest_Savanna,AM_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Colubridae,Chironius,Chironius gouveai,NA,limbless,oviparous,NA,AF_PP,NA,NA,no,no,yes
Colubridae,Chironius,Chironius laevicollis,Diurnal,limbless,oviparous,Forest,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Colubridae,Chironius,Chironius maculoventris,Diurnal,limbless,oviparous,Forest_Savanna_Shrubland,PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,no,yes,yes
Colubridae,Chironius,Chironius multiventris,Diurnal,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Colubridae,Chironius,Chironius quadricarinatus,Diurnal,limbless,oviparous,Forest,CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Colubridae,Chironius,Chironius scurrula,Diurnal,limbless,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Chlorosoma,Chlorosoma dunupyana,NA,limbless,NA,NA,AM,NA,NA,no,no,yes
Dipsadidae,Chlorosoma,Chlorosoma laticeps,Diurnal,limbless,oviparous,NA,AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,no,yes
Dipsadidae,Chlorosoma,Chlorosoma viridissimum,Diurnal,limbless,oviparous,Desert_Shrubland,AM_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Clelia,Clelia clelia,Nocturnal,limbless,oviparous,Forest,AM_CE_PT,Tropical & Subtropical Moist Broadleaf Forests,0.4,no,yes,yes
Dipsadidae,Clelia,Clelia hussami,NA,limbless,oviparous,Forest_Savanna,AF,Tropical & Subtropical Moist Broadleaf Forests,0.1,no,no,yes
Dipsadidae,Clelia,Clelia plumbea,NA,limbless,oviparous,Forest_Savanna,AM_CA_CE_AF_PP_PT,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Teiidae,Cnemidophorus,Cnemidophorus cryptus,Diurnal,4 well developed limbs,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,17.17,no,yes,yes
Teiidae,Cnemidophorus,Cnemidophorus gramivagus,Diurnal,4 well developed limbs,oviparous,Savanna,AM,"Tropical & Subtropical Grasslands, Savannas & Shrublands",14.41,no,yes,yes
Teiidae,Cnemidophorus,Cnemidophorus lemniscatus,Diurnal,4 well developed limbs,oviparous,Forest_Savanna_Shrubland,AM,Tropical & Subtropical Moist Broadleaf Forests,16.57,no,yes,yes
Sphaerodactylidae,Coleodactylus,Coleodactylus brachystoma,Diurnal,4 well developed limbs,oviparous,Savanna,AM_CE_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",17.37,yes,yes,yes
Sphaerodactylidae,Coleodactylus,Coleodactylus elizae,Diurnal,4 well developed limbs,oviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,18.74,no,yes,yes
Sphaerodactylidae,Coleodactylus,Coleodactylus meridionalis,Diurnal,4 well developed limbs,oviparous,Forest,AM_CA_CE_AF,Deserts & Xeric Shrublands,31.73,no,yes,yes
Sphaerodactylidae,Coleodactylus,Coleodactylus natalensis,Diurnal,4 well developed limbs,oviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,32.1,no,yes,yes
Sphaerodactylidae,Coleodactylus,Coleodactylus septentrionalis,Diurnal,4 well developed limbs,oviparous,Forest_Savanna,AM,Tropical & Subtropical Moist Broadleaf Forests,18.37,no,yes,yes
Gymnophthalmidae,Colobodactylus,Colobodactylus dalcyanus,NA,4 well developed limbs,oviparous,Forest_Rocky,AF,Tropical & Subtropical Moist Broadleaf Forests,17.53,no,yes,yes
Gymnophthalmidae,Colobodactylus,Colobodactylus taunayi,NA,4 well developed limbs,oviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,15.14,no,yes,yes
Gymnophthalmidae,Colobosaura,Colobosaura modesta,Diurnal,4 well developed limbs,oviparous,Forest_Savanna,AM_CA_CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",20.36,yes,yes,yes
Gymnophthalmidae,Colobosauroides,Colobosauroides carvalhoi,Diurnal,4 well developed limbs,oviparous,Savanna,CA_CE,Deserts & Xeric Shrublands,32.59,no,yes,yes
Gymnophthalmidae,Colobosauroides,Colobosauroides cearensis,Diurnal,4 well developed limbs,oviparous,Savanna_Shrubland,CA,Deserts & Xeric Shrublands,40.03,no,yes,yes
Teiidae,Contomastix,Contomastix lacertoides,Diurnal,4 well developed limbs,oviparous,Savanna_Shrubland,AF_PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",22.52,no,yes,yes
Teiidae,Contomastix,Contomastix vacariensis,Diurnal,4 well developed limbs,oviparous,Forest_Savanna,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,18.7,no,yes,yes
Mabuyidae,Copeoglossum,Copeoglossum arajara,Diurnal,4 well developed limbs,viviparous,Savanna,CA,Deserts & Xeric Shrublands,36.01,no,yes,yes
Mabuyidae,Copeoglossum,Copeoglossum nigropunctatum,Diurnal,4 well developed limbs,viviparous,Forest_Savanna,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,16.43,no,yes,yes
Boidae,Corallus,Corallus batesii,Nocturnal,limbless,viviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Boidae,Corallus,Corallus caninus,Nocturnal,limbless,viviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.4,no,yes,yes
Boidae,Corallus,Corallus cropanii,Nocturnal,limbless,viviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Boidae,Corallus,Corallus hortulana,Nocturnal,limbless,viviparous,Forest_Savanna,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Coronelaps,Coronelaps lepidus,NA,limbless,oviparous,Forest,CA_CE_AF,Deserts & Xeric Shrublands,0.3,no,no,yes
Teiidae,Crocodilurus,Crocodilurus amazonicus,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,11.53,no,yes,yes
Viperidae,Crotalus,Crotalus durissus,Nocturnal,limbless,viviparous,Forest_Grassland_Rocky_Savanna_Shrubland,AM_CA_CE_AF_PP_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Colubridae,Dendrophidion,Dendrophidion atlantica,NA,limbless,oviparous,Forest,CA_AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Colubridae,Dendrophidion,Dendrophidion dendrophis,NA,limbless,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Dibernardia,Dibernardia affinis,NA,limbless,oviparous,NA,CA_CE_AF_PP,Tropical & Subtropical Moist Broadleaf Forests,NA,no,yes,yes
Dipsadidae,Dibernardia,Dibernardia bilineata,NA,limbless,oviparous,NA,AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Dipsadidae,Dibernardia,Dibernardia persimilis,NA,limbless,oviparous,NA,AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Dipsadidae,Dibernardia,Dibernardia poecilopogon,NA,limbless,oviparous,NA,AF_PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.1,no,no,yes
Diploglossidae,Diploglossus,Diploglossus fasciatus,Diurnal,4 well developed limbs,NA,Forest,AM_AF,Tropical & Subtropical Moist Broadleaf Forests,NA,no,no,yes
Diploglossidae,Diploglossus,Diploglossus lessonae,Diurnal,4 well developed limbs,oviparous,Forest,CA_AF,Deserts & Xeric Shrublands,36.84,no,yes,yes
Dipsadidae,Dipsas,Dipsas albifrons,Nocturnal,limbless,oviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Dipsadidae,Dipsas,Dipsas alternans,Nocturnal,limbless,oviparous,Forest,AF_PP,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Dipsadidae,Dipsas,Dipsas bothropoides,NA,limbless,NA,NA,AF,NA,NA,no,no,yes
Dipsadidae,Dipsas,Dipsas bucephala,Nocturnal,limbless,oviparous,Forest_Savanna,AM_CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Dipsadidae,Dipsas,Dipsas catesbyi,Nocturnal,limbless,oviparous,Forest,AM_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Dipsas,Dipsas copei,Nocturnal,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,NA,no,no,yes
Dipsadidae,Dipsas,Dipsas indica,Nocturnal,limbless,oviparous,Forest,AM_CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Dipsas,Dipsas lavillai,Nocturnal,limbless,oviparous,Forest,PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,no,yes
Dipsadidae,Dipsas,Dipsas mikanii,Nocturnal,limbless,oviparous,Forest_Savanna,AM_CA_CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.3,no,yes,yes
Dipsadidae,Dipsas,Dipsas neuwiedi,Nocturnal,limbless,oviparous,Forest_Savanna,CA_CE_AF_PP,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Dipsas,Dipsas pavonina,Nocturnal,limbless,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Dipsadidae,Dipsas,Dipsas sazimai,Nocturnal,limbless,oviparous,Forest,CA_AF,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,no,yes
Dipsadidae,Dipsas,Dipsas turgida,NA,limbless,oviparous,Grassland_Savanna,AM_CE_AF_PP_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Dipsadidae,Dipsas,Dipsas variegata,Nocturnal,limbless,oviparous,Forest,AM_CA_AF,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Dipsas,Dipsas ventrimaculata,Nocturnal,limbless,oviparous,Forest_Savanna,CE_AF_PP_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Dipsadidae,Ditaxodon,Ditaxodon taeniatus,NA,limbless,oviparous,Forest,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Teiidae,Dracaena,Dracaena guianensis,Diurnal,4 well developed limbs,oviparous,Forest_Wetlands,AM,Tropical & Subtropical Moist Broadleaf Forests,12.3,no,yes,yes
Teiidae,Dracaena,Dracaena paraguayensis,Diurnal,4 well developed limbs,oviparous,Savanna,CE_PT,Flooded Grassleands & Savannas,15.94,no,no,yes
Dipsadidae,Drepanoides,Drepanoides anomalus,NA,limbless,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Gymnophthalmidae,Dryadosaura,Dryadosaura nordestina,Diurnal,4 well developed limbs,oviparous,Forest_Savanna,CA_AF,Deserts & Xeric Shrublands,35.88,no,yes,yes
Colubridae,Drymarchon,Drymarchon corais,Diurnal,limbless,oviparous,Forest_Savanna,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.4,no,yes,yes
Colubridae,Drymobius,Drymobius rhombifer,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Colubridae,Drymoluber,Drymoluber brazili,NA,limbless,oviparous,Forest_Savanna,AM_CA_CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.3,yes,yes,yes
Colubridae,Drymoluber,Drymoluber dichrous,NA,limbless,oviparous,Forest_Savanna,AM_CA_CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Dryophylax,Dryophylax almae,NA,limbless,viviparous,NA,CA_AF,Deserts & Xeric Shrublands,0.6,no,no,yes
Dipsadidae,Dryophylax,Dryophylax chaquensis,Nocturnal,limbless,viviparous,NA,CE_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,no,yes
Dipsadidae,Dryophylax,Dryophylax hypoconia,NA,limbless,viviparous,NA,CA_CE_AF_PP_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Dipsadidae,Dryophylax,Dryophylax nattereri,NA,limbless,NA,NA,CA_CE_AF_PP,NA,NA,no,no,yes
Dipsadidae,Dryophylax,Dryophylax phoenix,NA,limbless,NA,NA,CA_CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,no,no,yes
Dipsadidae,Dryophylax,Dryophylax ramonriveroi,NA,limbless,viviparous,NA,AM,Tropical & Subtropical Moist Broadleaf Forests,0.4,no,no,yes
Dipsadidae,Echinanthera,Echinanthera cephalomaculata,NA,limbless,oviparous,Forest,CA_AF,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,no,yes
Dipsadidae,Echinanthera,Echinanthera cephalostriata,NA,limbless,oviparous,Forest,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Dipsadidae,Echinanthera,Echinanthera cyanopleura,NA,limbless,oviparous,Forest,AF_PP,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Dipsadidae,Echinanthera,Echinanthera melanostigma,NA,limbless,oviparous,Forest_Savanna,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Dipsadidae,Echinanthera,Echinanthera undulata,NA,limbless,oviparous,Forest_Shrubland,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Gymnophthalmidae,Ecpleopus,Ecpleopus gaudichaudii,NA,4 well developed limbs,oviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,18.95,no,yes,yes
Dipsadidae,Elapomorphus,Elapomorphus quinquelineatus,NA,limbless,oviparous,Forest,CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Elapomorphus,Elapomorphus wuchereri,NA,limbless,oviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Hoplocercidae,Enyalioides,Enyalioides laticeps,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,11.88,no,yes,yes
Hoplocercidae,Enyalioides,Enyalioides palpebralis,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,11.62,no,yes,yes
Leiosauridae,Enyalius,Enyalius bibronii,Diurnal,4 well developed limbs,oviparous,Forest_Savanna,CA_CE_AF,Deserts & Xeric Shrublands,32.83,no,yes,yes
Leiosauridae,Enyalius,Enyalius bilineatus,Diurnal,4 well developed limbs,oviparous,Forest_Savanna,CA_CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",19.77,no,yes,yes
Leiosauridae,Enyalius,Enyalius boulengeri,NA,4 well developed limbs,oviparous,NA,AF,Tropical & Subtropical Moist Broadleaf Forests,24.76,no,yes,yes
Leiosauridae,Enyalius,Enyalius brasiliensis,Cathemeral,4 well developed limbs,oviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,19.97,no,yes,yes
Leiosauridae,Enyalius,Enyalius capetinga,NA,4 well developed limbs,oviparous,NA,CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",17.28,yes,yes,yes
Leiosauridae,Enyalius,Enyalius catenatus,Diurnal,4 well developed limbs,oviparous,Forest,CA_CE_AF,Tropical & Subtropical Moist Broadleaf Forests,30.88,no,yes,yes
Leiosauridae,Enyalius,Enyalius erythroceneus,Diurnal,4 well developed limbs,oviparous,Forest_Grassland,CA,Deserts & Xeric Shrublands,26.2,no,yes,yes
Leiosauridae,Enyalius,Enyalius iheringii,Diurnal,4 well developed limbs,oviparous,Forest,AF_PP,Tropical & Subtropical Moist Broadleaf Forests,18.59,no,yes,yes
Leiosauridae,Enyalius,Enyalius leechii,Diurnal,4 well developed limbs,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,12.28,no,yes,yes
Leiosauridae,Enyalius,Enyalius perditus,Diurnal,4 well developed limbs,oviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,18.81,no,no,yes
Leiosauridae,Enyalius,Enyalius pictus,NA,4 well developed limbs,oviparous,Forest_Savanna,CA_CE_AF,Tropical & Subtropical Moist Broadleaf Forests,30,no,yes,yes
Boidae,Epicrates,Epicrates assisi,Nocturnal,limbless,viviparous,Forest_Savanna,CA_CE_AF,Deserts & Xeric Shrublands,0.4,no,yes,yes
Boidae,Epicrates,Epicrates cenchria,Nocturnal,limbless,viviparous,Forest,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Boidae,Epicrates,Epicrates crassus,Nocturnal,limbless,viviparous,Forest_Grassland_Savanna,AM_CA_CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,yes,yes,yes
Boidae,Epicrates,Epicrates maurus,Nocturnal,limbless,viviparous,Forest_Savanna,AM,Tropical & Subtropical Moist Broadleaf Forests,0.5,no,yes,yes
Leptotyphlopidae,Epictia,Epictia albifrons,NA,limbless,oviparous,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,NA,no,no,yes
Leptotyphlopidae,Epictia,Epictia borapeliotes,NA,limbless,oviparous,Shrubland,CA_AF,Deserts & Xeric Shrublands,NA,no,no,yes
Leptotyphlopidae,Epictia,Epictia clinorostris,NA,limbless,oviparous,Forest,CE,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,yes,no,yes
Leptotyphlopidae,Epictia,Epictia munoai,NA,limbless,oviparous,Forest_Grassland,AF_PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,no,no,yes
Leptotyphlopidae,Epictia,Epictia striatula,NA,limbless,oviparous,Forest,AM,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,no,no,yes
Leptotyphlopidae,Epictia,Epictia vellardi,NA,limbless,oviparous,Savanna,PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",NA,no,no,yes
Dipsadidae,Erythrolamprus,Erythrolamprus aenigma,NA,limbless,oviparous,NA,AM,NA,NA,no,no,yes
Dipsadidae,Erythrolamprus,Erythrolamprus aesculapii,NA,limbless,oviparous,Forest,AM_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Erythrolamprus,Erythrolamprus almadensis,NA,limbless,oviparous,Forest_Grassland_Savanna_Shrubland,AM_CA_CE_AF_PP_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Dipsadidae,Erythrolamprus,Erythrolamprus atraventer,NA,limbless,oviparous,Forest,AF,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Dipsadidae,Erythrolamprus,Erythrolamprus breviceps,NA,limbless,oviparous,Forest_Wetlands,AM,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Dipsadidae,Erythrolamprus,Erythrolamprus carajasensis,NA,limbless,oviparous,Savanna,AM,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,no,yes
Dipsadidae,Erythrolamprus,Erythrolamprus cobella,NA,limbless,oviparous,Forest_Savanna_Wetlands,AM,Tropical & Subtropical Moist Broadleaf Forests,0.5,no,yes,yes
Dipsadidae,Erythrolamprus,Erythrolamprus dorsocorallinus,NA,limbless,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,no,yes
Dipsadidae,Erythrolamprus,Erythrolamprus frenatus,NA,limbless,oviparous,Forest_Grassland_Savanna,CE_AF_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,no,yes
Dipsadidae,Erythrolamprus,Erythrolamprus jaegeri,NA,limbless,oviparous,Forest_Grassland_Shrubland_Wetlands,AM_CE_AF_PP_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Dipsadidae,Erythrolamprus,Erythrolamprus macrosomus,NA,limbless,NA,NA,AM_CA_CE_AF_PT,NA,NA,no,no,yes
Dipsadidae,Erythrolamprus,Erythrolamprus maryellenae,NA,limbless,oviparous,Grassland_Savanna,CA_CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.3,yes,yes,yes
Dipsadidae,Erythrolamprus,Erythrolamprus miliaris,NA,limbless,oviparous,Forest_Wetlands,AM_CA_CE_AF_PP_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Erythrolamprus,Erythrolamprus mossoroensis,NA,limbless,oviparous,Shrubland,CA_CE_AF,Deserts & Xeric Shrublands,0.4,no,yes,yes
Dipsadidae,Erythrolamprus,Erythrolamprus oligolepis,NA,limbless,NA,Forest,AM_CE,Tropical & Subtropical Moist Broadleaf Forests,NA,no,no,yes
Dipsadidae,Erythrolamprus,Erythrolamprus poecilogyrus,NA,limbless,oviparous,Forest,AM_CA_CE_AF_PP_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Erythrolamprus,Erythrolamprus pygmaeus,NA,limbless,oviparous,NA,AM,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Dipsadidae,Erythrolamprus,Erythrolamprus reginae,NA,limbless,oviparous,Forest_Savanna_Wetlands,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Erythrolamprus,Erythrolamprus rochai,NA,limbless,NA,NA,AM,Tropical & Subtropical Moist Broadleaf Forests,NA,no,no,yes
Dipsadidae,Erythrolamprus,Erythrolamprus semiaureus,NA,limbless,oviparous,Forest_Grassland_Savanna_Shrubland,AF_PP,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.1,no,no,yes
Dipsadidae,Erythrolamprus,Erythrolamprus taeniogaster,NA,limbless,oviparous,Forest_Savanna_Wetlands,AM_CA_CE_AF,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Erythrolamprus,Erythrolamprus trebbaui,NA,limbless,oviparous,Forest_Shrubland,AM,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.4,no,no,yes
Dipsadidae,Erythrolamprus,Erythrolamprus typhlus,NA,limbless,oviparous,Forest_Savanna,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Dipsadidae,Erythrolamprus,Erythrolamprus viridis,NA,limbless,oviparous,Forest,CA_CE_AF,Deserts & Xeric Shrublands,0.4,no,no,yes
Boidae,Eunectes,Eunectes deschauenseei,Nocturnal,limbless,viviparous,Savanna_Wetlands,AM,Tropical & Subtropical Moist Broadleaf Forests,0.6,no,no,yes
Boidae,Eunectes,Eunectes murinus,Cathemeral,limbless,viviparous,Forest_Savanna_Wetlands,AM_CA_CE_AF_PT,Tropical & Subtropical Moist Broadleaf Forests,0.3,no,yes,yes
Boidae,Eunectes,Eunectes notaeus,Diurnal,limbless,viviparous,Grassland_Savanna_Wetlands,CE_AF_PP_PT,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.2,no,yes,yes
Tropiduridae,Eurolophosaurus,Eurolophosaurus amathites,Diurnal,4 well developed limbs,oviparous,Shrubland,CA,Deserts & Xeric Shrublands,41.28,no,yes,yes
Tropiduridae,Eurolophosaurus,Eurolophosaurus divaricatus,Diurnal,4 well developed limbs,oviparous,Savanna,CA_CE,Deserts & Xeric Shrublands,41.46,no,yes,yes
Tropiduridae,Eurolophosaurus,Eurolophosaurus nanuzae,Diurnal,4 well developed limbs,oviparous,Shrubland,CA_CE_AF,"Tropical & Subtropical Grasslands, Savannas & Shrublands",25.63,yes,yes,yes
Dipsadidae,Eutrachelophis,Eutrachelophis papilio,NA,limbless,NA,Forest,AM,NA,0.3,no,no,yes
Mabuyidae,Exila,Exila nigropalmata,Diurnal,4 well developed limbs,NA,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,11.51,no,yes,yes
Teiidae,Glaucomastix,Glaucomastix abaetensis,Diurnal,4 well developed limbs,oviparous,NA,AF,Tropical & Subtropical Moist Broadleaf Forests,17.36,no,no,yes
Teiidae,Glaucomastix,Glaucomastix cyanura,NA,4 well developed limbs,oviparous,NA,CA,Deserts & Xeric Shrublands,36.66,no,no,yes
Teiidae,Glaucomastix,Glaucomastix itabaianensis,NA,4 well developed limbs,oviparous,NA,AF,Tropical & Subtropical Moist Broadleaf Forests,17.95,no,no,yes
Teiidae,Glaucomastix,Glaucomastix littoralis,Diurnal,4 well developed limbs,oviparous,NA,AF,Tropical & Subtropical Moist Broadleaf Forests,16.53,no,no,yes
Teiidae,Glaucomastix,Glaucomastix venetacauda,Diurnal,4 well developed limbs,oviparous,Savanna,CA,Deserts & Xeric Shrublands,30.05,no,yes,yes
Dipsadidae,Gomesophis,Gomesophis brasiliensis,NA,limbless,viviparous,Savanna_Wetlands,CE_AF_PP,Tropical & Subtropical Moist Broadleaf Forests,0.2,no,yes,yes
Sphaerodactylidae,Gonatodes,Gonatodes annularis,Diurnal,4 well developed limbs,oviparous,Forest,AM,Tropical & Subtropical Moist Broadleaf Forests,15.88,no,yes,yes
