"order"	"family"	"species"	"biomes"	"cerrado_sp"
"Squamata"	"Dipsadidae"	"Phalotris mertensi"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Phalotris multipunctatus"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Phalotris nasutus"	"Amazônia, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Phalotris reticulatus"	"Cerrado, Mata Atlântica"	"yes"
"Squamata"	"Dipsadidae"	"Phalotris tricolor"	"Cerrado, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Philodryas aestiva"	"Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Philodryas agassizii"	"Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Philodryas arnaldoi"	"Cerrado, Mata Atlântica, Pampa"	"yes"
"Squamata"	"Dipsadidae"	"Xenoxybelis boulengeri"	"Amazônia"	"no"
"Squamata"	"Dipsadidae"	"Philodryas livida"	"Cerrado, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Philodryas mattogrossensis"	"Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Philodryas nattereri"	"Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Philodryas olfersii"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Philodryas patagoniensis"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Philodryas psammophidea"	"Cerrado, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Phimophis guerini"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"
"Squamata"	"Dipsadidae"	"Phimophis guianensis"	"Amazônia"	"no"
