"order"	"family"	"genus"	"species"	"biomes"
"Squamata"	"Dipsadidae"	"Leptodeira"	"Leptodeira pulchriceps"	"Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Dipsadidae"	"Leptodeira"	"Leptodeira tarairiu"	"Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Elapidae"	"Leptomicrurus"	"Leptomicrurus collaris"	"Amazon"
"Squamata"	"Elapidae"	"Leptomicrurus"	"Leptomicrurus narduccii"	"Amazon"
"Squamata"	"Elapidae"	"Leptomicrurus"	"Leptomicrurus scutiventris"	"Amazon"
"Squamata"	"Colubridae"	"Leptophis"	"Leptophis ahaetulla"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pampa, Pantanal"
"Squamata"	"Colubridae"	"Leptophis"	"Leptophis dibernardoi"	"Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Colubridae"	"Leptophis"	"Leptophis liocercus"	"Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Colubridae"	"Leptophis"	"Leptophis marginatus"	"Amazon, Cerrado, Atlantic Forest, Pampa, Pantanal"
"Squamata"	"Colubridae"	"Leptophis"	"Leptophis nigromarginatus"	"Amazon"
"Squamata"	"Dipsadidae"	"Lioheterophis"	"Lioheterophis iheringi"	"Caatinga"
"Squamata"	"Liolaemidae"	"Liolaemus"	"Liolaemus arambarensis"	"Pampa"
"Squamata"	"Liolaemidae"	"Liolaemus"	"Liolaemus lutzae"	"Atlantic Forest"
"Squamata"	"Liolaemidae"	"Liolaemus"	"Liolaemus occipitalis"	"Atlantic Forest, Pampa"
"Squamata"	"Anomalepididae"	"Liotyphlops"	"Liotyphlops caissara"	"Atlantic Forest"
"Squamata"	"Anomalepididae"	"Liotyphlops"	"Liotyphlops schubarti"	"Atlantic Forest"
"Squamata"	"Anomalepididae"	"Liotyphlops"	"Liotyphlops taylori"	"Cerrado"
"Squamata"	"Anomalepididae"	"Liotyphlops"	"Liotyphlops ternetzii"	"Amazon, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Anomalepididae"	"Liotyphlops"	"Liotyphlops ternetzii"	"Amazon, Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Anomalepididae"	"Liotyphlops"	"Liotyphlops trefauti"	"Caatinga, Atlantic Forest"
"Squamata"	"Anomalepididae"	"Liotyphlops"	"Liotyphlops wilderi"	"Cerrado, Atlantic Forest"
"Squamata"	"Gymnophthalmidae"	"Loxopholis"	"Loxopholis ferreirai"	"Amazon"
"Squamata"	"Gymnophthalmidae"	"Loxopholis"	"Loxopholis guianense"	"Amazon"
"Squamata"	"Gymnophthalmidae"	"Loxopholis"	"Loxopholis osvaldoi"	"Amazon, Cerrado"
"Squamata"	"Gymnophthalmidae"	"Loxopholis"	"Loxopholis percarinatum"	"Amazon, Cerrado"
"Squamata"	"Gymnophthalmidae"	"Loxopholis"	"Loxopholis snethlageae"	"Amazon"
"Squamata"	"Gekkonidae"	"Lygodactylus"	"Lygodactylus klugei"	"Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Gekkonidae"	"Lygodactylus"	"Lygodactylus wetzeli"	"Cerrado, Pantanal"
"Squamata"	"Dipsadidae"	"Lygophis"	"Lygophis anomalus"	"Atlantic Forest, Pampa"
"Squamata"	"Dipsadidae"	"Lygophis"	"Lygophis dilepis"	"Caatinga, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Dipsadidae"	"Lygophis"	"Lygophis flavifrenatus"	"Cerrado, Atlantic Forest, Pampa"
"Squamata"	"Dipsadidae"	"Lygophis"	"Lygophis lineatus"	"Amazon"
"Squamata"	"Dipsadidae"	"Lygophis"	"Lygophis meridionalis"	"Amazon, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Dipsadidae"	"Lygophis"	"Lygophis paucidens"	"Amazon, Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Mabuyidae"	"Mabuya"	"Mabuya altamazonica"	"Amazon"
"Squamata"	"Mabuyidae"	"Mabuya"	"Mabuya bistriata"	"Amazon"
"Squamata"	"Mabuyidae"	"Manciola"	"Manciola guaporicola"	"Amazon, Cerrado, Pantanal"
"Squamata"	"Gymnophthalmidae"	"Marinussaurus"	"Marinussaurus curupira"	"Amazon"
"Squamata"	"Colubridae"	"Mastigodryas"	"Mastigodryas boddaerti"	"Amazon, Caatinga, Cerrado, Pantanal"
"Squamata"	"Colubridae"	"Mastigodryas"	"Mastigodryas moratoi"	"Amazon"
"Squamata"	"Colubridae"	"Mastigodryas"	"Mastigodryas pleei"	"Amazon"
"Squamata"	"Amphisbaenidae"	"Mesobaena"	"Mesobaena rhachicephala"	"Amazon"
"Squamata"	"Dipsadidae"	"Mesotes"	"Mesotes rutilus"	"Cerrado, Atlantic Forest"
"Squamata"	"Dipsadidae"	"Mesotes"	"Mesotes strigatus"	"Cerrado, Atlantic Forest, Pampa"
"Squamata"	"Gymnophthalmidae"	"Micrablepharus"	"Micrablepharus atticolus"	"Amazon, Cerrado, Atlantic Forest"
"Squamata"	"Gymnophthalmidae"	"Micrablepharus"	"Micrablepharus maximiliani"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus albicinctus"	"Amazon"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus altirostris"	"Cerrado, Atlantic Forest, Pampa"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus annellatus"	"Amazon"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus averyi"	"Amazon"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus boicora"	"Amazon"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus brasiliensis"	"Caatinga, Cerrado"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus corallinus"	"Cerrado, Atlantic Forest"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus decoratus"	"Cerrado, Atlantic Forest"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus diana"	"Amazon, Cerrado"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus diutius"	"Amazon"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus filiformis"	"Amazon, Cerrado"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus frontalis"	"Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus hemprichii"	"Amazon"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus ibiboboca"	"Amazon, Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus isozonus"	"Amazon"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus langsdorffi"	"Amazon"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus lemniscatus"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus mipartitus"	"Amazon"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus nattereri"	"Amazon"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus pacaraimae"	"Amazon"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus paraensis"	"Amazon, Cerrado"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus potyguara"	"Atlantic Forest"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus psyches"	"Amazon"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus putumayensis"	"Amazon"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus pyrrhocryptus"	"Pantanal"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus remotus"	"Amazon"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus silviae"	"Atlantic Forest, Pampa"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus spixii"	"Amazon, Cerrado"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus surinamensis"	"Amazon, Cerrado"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus tikuna"	"Amazon"
"Squamata"	"Elapidae"	"Micrurus"	"Micrurus tricolor"	"Cerrado, Pantanal"
"Squamata"	"Dipsadidae"	"Mussurana"	"Mussurana bicolor"	"Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Dipsadidae"	"Mussurana"	"Mussurana montana"	"Atlantic Forest"
"Squamata"	"Dipsadidae"	"Mussurana"	"Mussurana quimi"	"Caatinga, Cerrado, Atlantic Forest, Pampa"
"Squamata"	"Gymnophthalmidae"	"Neusticurus"	"Neusticurus arekuna"	"Amazon"
"Squamata"	"Gymnophthalmidae"	"Neusticurus"	"Neusticurus bicarinatus"	"Amazon, Cerrado"
"Squamata"	"Gymnophthalmidae"	"Neusticurus"	"Neusticurus medemi"	"Amazon"
"Squamata"	"Gymnophthalmidae"	"Neusticurus"	"Neusticurus racenisi"	"Amazon"
"Squamata"	"Gymnophthalmidae"	"Neusticurus"	"Neusticurus surinamensis"	"Amazon"
"Squamata"	"Dipsadidae"	"Ninia"	"Ninia hudsoni"	"Amazon, Cerrado"
"Squamata"	"Gymnophthalmidae"	"Nothobachia"	"Nothobachia ablephara"	"Caatinga, Cerrado"
"Squamata"	"Mabuyidae"	"Notomabuya"	"Notomabuya frenata"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Diploglossidae"	"Ophiodes"	"Ophiodes enso"	"Pampa"
"Squamata"	"Diploglossidae"	"Ophiodes"	"Ophiodes fragilis"	"Cerrado, Atlantic Forest, Pampa"
"Squamata"	"Diploglossidae"	"Ophiodes"	"Ophiodes striatus"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pampa"
"Squamata"	"Colubridae"	"Oxybelis"	"Oxybelis aeneus"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Colubridae"	"Oxybelis"	"Oxybelis fulgidus"	"Amazon, Cerrado"
"Squamata"	"Dipsadidae"	"Oxyrhopus"	"Oxyrhopus clathratus"	"Cerrado, Atlantic Forest, Pampa"
"Squamata"	"Dipsadidae"	"Oxyrhopus"	"Oxyrhopus formosus"	"Amazon, Cerrado, Atlantic Forest"
"Squamata"	"Dipsadidae"	"Oxyrhopus"	"Oxyrhopus guibei"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Dipsadidae"	"Oxyrhopus"	"Oxyrhopus melanogenys"	"Amazon, Caatinga, Cerrado"
"Squamata"	"Dipsadidae"	"Oxyrhopus"	"Oxyrhopus occipitalis"	""
"Squamata"	"Dipsadidae"	"Oxyrhopus"	"Oxyrhopus petolarius"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Dipsadidae"	"Oxyrhopus"	"Oxyrhopus rhombifer"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pampa, Pantanal"
"Squamata"	"Dipsadidae"	"Oxyrhopus"	"Oxyrhopus trigeminus"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Dipsadidae"	"Oxyrhopus"	"Oxyrhopus vanidicus"	"Amazon"
"Squamata"	"Colubridae"	"Palusophis"	"Palusophis bifossatus"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pampa, Pantanal"
"Squamata"	"Mabuyidae"	"Panopa"	"Panopa carvalhoi"	"Amazon"
"Squamata"	"Dipsadidae"	"Paraphimophis"	"Paraphimophis rusticus"	"Cerrado, Atlantic Forest, Pampa"
"Squamata"	"Dipsadidae"	"Phalotris"	"Phalotris concolor"	"Cerrado"
"Squamata"	"Dipsadidae"	"Phalotris"	"Phalotris labiomaculatus"	"Cerrado"
"Squamata"	"Dipsadidae"	"Phalotris"	"Phalotris lativittatus"	"Cerrado, Atlantic Forest"
"Squamata"	"Dipsadidae"	"Phalotris"	"Phalotris lemniscatus"	"Atlantic Forest, Pampa"
"Squamata"	"Dipsadidae"	"Phalotris"	"Phalotris matogrossensis"	"Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Dipsadidae"	"Phalotris"	"Phalotris mertensi"	"Cerrado, Atlantic Forest"
"Squamata"	"Dipsadidae"	"Phalotris"	"Phalotris multipunctatus"	"Cerrado, Atlantic Forest"
"Squamata"	"Dipsadidae"	"Phalotris"	"Phalotris nasutus"	"Amazon, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Dipsadidae"	"Phalotris"	"Phalotris reticulatus"	"Cerrado, Atlantic Forest"
"Squamata"	"Dipsadidae"	"Phalotris"	"Phalotris tricolor"	"Cerrado, Pantanal"
"Squamata"	"Dipsadidae"	"Philodryas"	"Philodryas aestiva"	"Caatinga, Cerrado, Atlantic Forest, Pampa, Pantanal"
"Squamata"	"Dipsadidae"	"Philodryas"	"Philodryas agassizii"	"Caatinga, Cerrado, Atlantic Forest, Pampa, Pantanal"
"Squamata"	"Dipsadidae"	"Philodryas"	"Philodryas arnaldoi"	"Cerrado, Atlantic Forest, Pampa"
"Squamata"	"Dipsadidae"	"Philodryas"	"Philodryas livida"	"Cerrado, Pantanal"
"Squamata"	"Dipsadidae"	"Philodryas"	"Philodryas mattogrossensis"	"Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Dipsadidae"	"Philodryas"	"Philodryas nattereri"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Dipsadidae"	"Philodryas"	"Philodryas olfersii"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pampa, Pantanal"
"Squamata"	"Dipsadidae"	"Philodryas"	"Philodryas patagoniensis"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pampa, Pantanal"
"Squamata"	"Dipsadidae"	"Philodryas"	"Philodryas psammophidea"	"Cerrado, Pantanal"
"Squamata"	"Dipsadidae"	"Phimophis"	"Phimophis guerini"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Dipsadidae"	"Phimophis"	"Phimophis guianensis"	"Amazon"
"Squamata"	"Colubridae"	"Phrynonax"	"Phrynonax sexcarinatus"	"Amazon, Cerrado"
"Squamata"	"Phyllodactylidae"	"Phyllopezus"	"Phyllopezus lutzae"	"Atlantic Forest"
"Squamata"	"Phyllodactylidae"	"Phyllopezus"	"Phyllopezus periosus"	"Caatinga, Atlantic Forest"
"Squamata"	"Phyllodactylidae"	"Phyllopezus"	"Phyllopezus pollicaris"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Phyllodactylidae"	"Phyllopezus"	"Phyllopezus przewalskii"	"Cerrado, Pantanal"
"Squamata"	"Gymnophthalmidae"	"Placosoma"	"Placosoma cipoense"	"Cerrado, Atlantic Forest"
"Squamata"	"Gymnophthalmidae"	"Placosoma"	"Placosoma cordylinum"	"Atlantic Forest"
"Squamata"	"Gymnophthalmidae"	"Placosoma"	"Placosoma glabellum"	"Cerrado, Atlantic Forest"
"Squamata"	"Gymnophthalmidae"	"Placosoma"	"Placosoma limaverdorum"	"Caatinga"
"Squamata"	"Tropiduridae"	"Plica"	"Plica plica"	"Amazon, Pantanal"
"Squamata"	"Tropiduridae"	"Plica"	"Plica umbra"	"Amazon, Cerrado"
"Squamata"	"Polychrotidae"	"Polychrus"	"Polychrus acutirostris"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Polychrotidae"	"Polychrus"	"Polychrus liogaster"	"Amazon, Cerrado"
"Squamata"	"Polychrotidae"	"Polychrus"	"Polychrus marmoratus"	"Amazon, Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Gymnophthalmidae"	"Potamites"	"Potamites ecpleopus"	"Amazon"
"Squamata"	"Gymnophthalmidae"	"Potamites"	"Potamites juruazensis"	"Amazon"
"Squamata"	"Gymnophthalmidae"	"Procellosaurinus"	"Procellosaurinus erythrocercus"	"Caatinga, Cerrado"
"Squamata"	"Gymnophthalmidae"	"Procellosaurinus"	"Procellosaurinus tetradactylus"	"Caatinga"
"Squamata"	"Dipsadidae"	"Pseudoboa"	"Pseudoboa coronata"	"Amazon, Cerrado, Pantanal"
"Squamata"	"Dipsadidae"	"Pseudoboa"	"Pseudoboa haasi"	"Cerrado, Atlantic Forest, Pampa"
"Squamata"	"Dipsadidae"	"Pseudoboa"	"Pseudoboa martinsi"	"Amazon"
"Squamata"	"Dipsadidae"	"Pseudoboa"	"Pseudoboa neuwiedii"	"Amazon, Cerrado"
"Squamata"	"Dipsadidae"	"Pseudoboa"	"Pseudoboa nigra"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Dipsadidae"	"Pseudoboa"	"Pseudoboa serrana"	"Atlantic Forest"
"Squamata"	"Dipsadidae"	"Pseudoeryx"	"Pseudoeryx plicatilis"	"Amazon, Cerrado, Pantanal"
"Squamata"	"Sphaerodactylidae"	"Pseudogonatodes"	"Pseudogonatodes gasconi"	"Amazon"
"Squamata"	"Sphaerodactylidae"	"Pseudogonatodes"	"Pseudogonatodes guianensis"	"Amazon"
"Squamata"	"Gymnophthalmidae"	"Psilops"	"Psilops mucugensis"	"Caatinga"
"Squamata"	"Gymnophthalmidae"	"Psilops"	"Psilops paeminosus"	"Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Gymnophthalmidae"	"Psilops"	"Psilops seductus"	"Cerrado"
"Squamata"	"Dipsadidae"	"Psomophis"	"Psomophis genimaculatus"	"Cerrado, Pantanal"
"Squamata"	"Dipsadidae"	"Psomophis"	"Psomophis joberti"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Coastal-Marine"
"Squamata"	"Dipsadidae"	"Psomophis"	"Psomophis obtusus"	"Pampa"
"Squamata"	"Mabuyidae"	"Psychosaura"	"Psychosaura agmosticha"	"Caatinga, Atlantic Forest"
"Squamata"	"Mabuyidae"	"Psychosaura"	"Psychosaura macrorhyncha"	"Caatinga, Atlantic Forest"
"Squamata"	"Dipsadidae"	"Ptychophis"	"Ptychophis flavovirgatus"	"Atlantic Forest, Pampa"
"Squamata"	"Dipsadidae"	"Rhachidelus"	"Rhachidelus brazili"	"Cerrado, Atlantic Forest"
"Squamata"	"Gymnophthalmidae"	"Rhachisaurus"	"Rhachisaurus brachylepis"	"Cerrado, Atlantic Forest"
"Squamata"	"Colubridae"	"Rhinobothryum"	"Rhinobothryum lentiginosum"	"Amazon"
"Squamata"	"Gymnophthalmidae"	"Riolama"	"Riolama grandis"	"Amazon"
"Squamata"	"Gymnophthalmidae"	"Riolama"	"Riolama stellata"	"Amazon"
"Squamata"	"Dipsadidae"	"Rodriguesophis"	"Rodriguesophis chui"	"Caatinga"
"Squamata"	"Dipsadidae"	"Rodriguesophis"	"Rodriguesophis iglesiasi"	"Caatinga, Cerrado"
"Squamata"	"Dipsadidae"	"Rodriguesophis"	"Rodriguesophis scriptorcibatus"	"Caatinga, Cerrado"
"Squamata"	"Gymnophthalmidae"	"Rondonops"	"Rondonops biscutatus"	"Amazon, Cerrado"
"Squamata"	"Gymnophthalmidae"	"Rondonops"	"Rondonops xanthomystax"	"Amazon"
"Squamata"	"Teiidae"	"Salvator"	"Salvator duseni"	"Cerrado, Atlantic Forest"
"Squamata"	"Teiidae"	"Salvator"	"Salvator merianae"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pampa, Pantanal"
"Squamata"	"Gymnophthalmidae"	"Scriptosaura"	"Scriptosaura catimbau"	"Caatinga"
"Squamata"	"Leptotyphlopidae"	"Siagonodon"	"Siagonodon cupinensis"	"Amazon, Cerrado"
"Squamata"	"Leptotyphlopidae"	"Siagonodon"	"Siagonodon septemstriatus"	"Amazon"
"Squamata"	"Dipsadidae"	"Sibon"	"Sibon nebulatus"	"Amazon, Caatinga, Atlantic Forest"
"Squamata"	"Colubridae"	"Simophis"	"Simophis rhinostoma"	"Caatinga, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Dipsadidae"	"Siphlophis"	"Siphlophis cervinus"	"Amazon"
"Squamata"	"Dipsadidae"	"Siphlophis"	"Siphlophis compressus"	"Amazon, Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Dipsadidae"	"Siphlophis"	"Siphlophis leucocephalus"	"Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Dipsadidae"	"Siphlophis"	"Siphlophis longicaudatus"	"Cerrado, Atlantic Forest"
"Squamata"	"Dipsadidae"	"Siphlophis"	"Siphlophis pulcher"	"Atlantic Forest"
"Squamata"	"Dipsadidae"	"Siphlophis"	"Siphlophis worontzowi"	"Amazon, Cerrado"
"Squamata"	"Dipsadidae"	"Sordellina"	"Sordellina punctata"	"Atlantic Forest"
"Squamata"	"Colubridae"	"Spilotes"	"Spilotes pullatus"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pampa, Pantanal"
"Squamata"	"Colubridae"	"Spilotes"	"Spilotes sulphureus"	"Amazon, Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Tropiduridae"	"Stenocercus"	"Stenocercus albolineatus"	"Amazon, Cerrado"
"Squamata"	"Tropiduridae"	"Stenocercus"	"Stenocercus azureus"	"Cerrado, Atlantic Forest, Pampa"
"Squamata"	"Tropiduridae"	"Stenocercus"	"Stenocercus caducus"	"Amazon, Cerrado, Pantanal"
"Squamata"	"Tropiduridae"	"Stenocercus"	"Stenocercus canastra"	"Cerrado"
"Squamata"	"Tropiduridae"	"Stenocercus"	"Stenocercus dumerilii"	"Amazon, Cerrado"
"Squamata"	"Tropiduridae"	"Stenocercus"	"Stenocercus fimbriatus"	"Amazon"
"Squamata"	"Tropiduridae"	"Stenocercus"	"Stenocercus quinarius"	"Cerrado"
"Squamata"	"Tropiduridae"	"Stenocercus"	"Stenocercus roseiventris"	"Amazon"
"Squamata"	"Tropiduridae"	"Stenocercus"	"Stenocercus sinesaccus"	"Cerrado"
"Squamata"	"Tropiduridae"	"Stenocercus"	"Stenocercus squarrosus"	"Caatinga, Cerrado"
"Squamata"	"Tropiduridae"	"Stenocercus"	"Stenocercus tricristatus"	"Desconhecido"
"Squamata"	"Gymnophthalmidae"	"Stenolepis"	"Stenolepis ridleyi"	"Caatinga, Atlantic Forest"
"Squamata"	"Tropiduridae"	"Strobilurus"	"Strobilurus torquatus"	"Caatinga, Atlantic Forest"
"Squamata"	"Dipsadidae"	"Tachymenis"	"Tachymenis ocellata"	"Pampa"
"Squamata"	"Dipsadidae"	"Taeniophallus"	"Taeniophallus brevirostris"	"Amazon"
"Squamata"	"Dipsadidae"	"Taeniophallus"	"Taeniophallus nicagus"	"Amazon"
"Squamata"	"Colubridae"	"Tantilla"	"Tantilla boipiranga"	"Cerrado, Atlantic Forest"
"Squamata"	"Colubridae"	"Tantilla"	"Tantilla melanocephala"	"Amazon, Caatinga, Cerrado, Atlantic Forest, Pampa, Pantanal"
"Squamata"	"Teiidae"	"Teius"	"Teius oculatus"	"Cerrado, Atlantic Forest, Pampa"
"Squamata"	"Teiidae"	"Teius"	"Teius teyou"	"Pantanal"
"Squamata"	"Dipsadidae"	"Thamnodynastes"	"Thamnodynastes longicaudus"	"Atlantic Forest"
"Squamata"	"Dipsadidae"	"Thamnodynastes"	"Thamnodynastes pallidus"	"Amazon, Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Dipsadidae"	"Thamnodynastes"	"Thamnodynastes sertanejo"	"Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Dipsadidae"	"Thamnodynastes"	"Thamnodynastes silvai"	"Amazon"
"Squamata"	"Phyllodactylidae"	"Thecadactylus"	"Thecadactylus rapicauda"	"Amazon, Cerrado"
"Squamata"	"Phyllodactylidae"	"Thecadactylus"	"Thecadactylus solimoensis"	"Amazon"
"Squamata"	"Dipsadidae"	"Tomodon"	"Tomodon dorsatus"	"Cerrado, Atlantic Forest, Pampa"
"Squamata"	"Mabuyidae"	"Trachylepis"	"Trachylepis atlantica"	"Atlantic Forest, Coastal-Marine"
"Squamata"	"Gymnophthalmidae"	"Tretioscincus"	"Tretioscincus agilis"	"Amazon"
"Squamata"	"Gymnophthalmidae"	"Tretioscincus"	"Tretioscincus oriximinensis"	"Amazon"
"Squamata"	"Leptotyphlopidae"	"Trilepida"	"Trilepida acutirostris"	"Cerrado"
"Squamata"	"Leptotyphlopidae"	"Trilepida"	"Trilepida brasiliensis"	"Caatinga, Cerrado, Pantanal"
"Squamata"	"Leptotyphlopidae"	"Trilepida"	"Trilepida dimidiata"	"Amazon"
"Squamata"	"Leptotyphlopidae"	"Trilepida"	"Trilepida fuliginosa"	"Amazon, Cerrado, Atlantic Forest"
"Squamata"	"Leptotyphlopidae"	"Trilepida"	"Trilepida jani"	"Cerrado, Atlantic Forest"
"Squamata"	"Leptotyphlopidae"	"Trilepida"	"Trilepida koppesi"	"Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Leptotyphlopidae"	"Trilepida"	"Trilepida macrolepis"	"Amazon, Cerrado"
"Squamata"	"Leptotyphlopidae"	"Trilepida"	"Trilepida salgueiroi"	"Cerrado, Atlantic Forest"
"Squamata"	"Dipsadidae"	"Tropidodryas"	"Tropidodryas serra"	"Atlantic Forest"
"Squamata"	"Dipsadidae"	"Tropidodryas"	"Tropidodryas striaticeps"	"Caatinga, Cerrado, Atlantic Forest, Pampa"
"Squamata"	"Tropidophiidae"	"Tropidophis"	"Tropidophis grapiuna"	"Atlantic Forest"
"Squamata"	"Tropidophiidae"	"Tropidophis"	"Tropidophis paucisquamis"	"Atlantic Forest"
"Squamata"	"Tropidophiidae"	"Tropidophis"	"Tropidophis preciosus"	"Cerrado, Atlantic Forest"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus callathelys"	"Amazon"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus catalanensis"	"Atlantic Forest, Pampa"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus chromatops"	"Amazon"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus cocorobensis"	"Caatinga"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus erythrocephalus"	"Caatinga"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus etheridgei"	"Caatinga, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus helenae"	"Caatinga"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus hispidus"	"Amazon, Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus hygomi"	"Atlantic Forest, Coastal-Marine"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus imbituba"	"Coastal-Marine"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus insulanus"	"Amazon, Cerrado"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus itambere"	"Amazon, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus jaguaribanus"	"Caatinga"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus lagunablanca"	"Amazon, Cerrado, Atlantic Forest, Pantanal"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus montanus"	"Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus mucujensis"	"Caatinga"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus oreadicus"	"Amazon, Caatinga, Cerrado, Pantanal"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus pinima"	"Caatinga"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus psammonastes"	"Caatinga, Cerrado"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus semitaeniatus"	"Caatinga, Cerrado, Atlantic Forest"
"Squamata"	"Tropiduridae"	"Tropidurus"	"Tropidurus sertanejo"	"Caatinga"
